Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
SLC30A1	chr1	69076716	chr1	69077153	69077654	1	ZNF846 (1.00, + [+,+]), ZNF281 (1.00, - [+,-]), ZNF444 (1.00, + [+,+]), ZNF441 (1.00, + [+,+]), ZNF283 (1.00, + [+,+]), ZNF571 (1.00, + [+,+]), ZNF566 (1.00, + [+,+]), ZNF530 (1.00, + [+,+]), ZNF543 (1.00, - [+,-]), ZNF311 (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF30 (1.00, - [+,-]), ZNF304 (1.00, - [+,-]), ZNF467 (1.00, + [+,+]), KLF7 (1.00, - [+,-]), SP1 (1.00, + [+,+]), RBAK (1.00, + [+,+]), KLF13 (1.00, - [+,-]), KLF15 (1.00, - [+,-]), KLF10 (1.00, - [+,-]), KLF1 (1.00, - [+,-]), KLF16 (1.00, - [+,-]), KLF4 (1.00, + [+,+]), KLF5 (1.00, + [+,+]), MAZ (1.00, - [+,-]), ZBTB7A (1.00, - [+,-]), ZBTB17 (1.00, + [+,+]), ZFP14 (1.00, + [+,+]), SP7 (1.00, - [+,-]), SP9 (1.00, + [+,+]), TCF12 (1.00, - [+,-]), VEZF1 (1.00, - [+,-]), WT1 (1.00, + [+,+]), SP8 (1.00, - [+,-]), ZNF169 (1.00, - [+,-]), ZNF132 (1.00, + [+,+]), ZFY (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), ZNF202 (1.00, + [+,+]), ZNF219 (1.00, + [+,+]), ZNF263 (1.00, + [+,+]), SP2 (1.00, - [+,-]), SP4 (1.00, - [+,-]), KLF9 (1.00, - [+,-]), 
SLC30A1	chr1	69076716	chr1	69110881	69111382	1	ZNF557 (1.00, - [+,-]), ZNF37A (1.00, - [+,-]), GTF2I (1.00, - [+,-]), SALL2 (1.00, - [+,-]), 
ESRRG	chr1	74592276	chr1	74221260	74221761	1	ZNF613 (1.00, + [+,+]), ZFP28 (1.00, + [+,+]), STAT2 (1.00, + [+,+]), PRDM6 (1.00, + [+,+]), ETS2 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF182 (1.00, + [+,+]), 
MEF2D	chr1	94482128	chr1	94385310	94385811	1	ZSCAN30 (1.00, - [+,-]), ZNF774 (1.00, - [+,-]), ZNF566 (1.00, - [+,-]), ZNF436 (1.00, - [+,-]), ZNF30 (1.00, - [+,-]), ZNF571 (1.00, + [+,+]), ZNF71 (1.00, + [+,+]), ZNF557 (1.00, - [+,-]), ZNF263 (1.00, - [+,-]), ZFY (1.00, + [+,+]), ZFX (1.00, - [+,-]), SALL2 (1.00, - [+,-]), ZFP57 (1.00, - [+,-]), ZNF121 (1.00, - [+,-]), 
SNX27	chr1	99489168	chr1	99377655	99378156	1	ZNF774 (1.00, - [-,+]), ZNF786 (1.00, + [-,-]), ZNF304 (1.00, + [-,-]), ZNF341 (1.00, - [-,+]), ZNF37A (1.00, + [-,-]), ZNF467 (1.00, - [-,+]), ZNF548 (1.00, - [-,+]), ZNF530 (1.00, - [-,+]), ZNF557 (1.00, - [-,+]), CTCF (1.00, - [-,+]), ZBTB17 (1.00, + [-,-]), ZFP64 (1.00, - [-,+]), ZNF121 (1.00, - [-,+]), ZNF169 (1.00, + [-,-]), ZNF202 (1.00, - [-,+]), ZNF205 (1.00, + [-,-]), CTCFL (1.00, - [-,+]), ZNF263 (1.00, + [-,-]), 
POGZ	chr1	99645161	chr1	99566923	99567424	1	ZNF823 (1.00, - [-,+]), ZNF484 (1.00, - [-,+]), ZNF766 (1.00, - [-,+]), CTCF (1.00, + [-,-]), CTCFL (1.00, - [-,+]), PRDM6 (1.00, - [-,+]), 
MCL1	chr1	100564811	chr1	100515037	100515538	1	ZNF774 (1.00, + [+,+]), ZNF354C (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), MAZ (1.00, + [+,+]), 
CIART	chr1	100872190	chr1	100897044	100897545	1	ZNF774 (1.00, + [+,+]), ZNF823 (1.00, + [+,+]), ZNF398 (1.00, + [+,+]), ZNF341 (1.00, + [+,+]), ZNF37A (1.00, + [+,+]), ZNF30 (1.00, - [+,-]), ZNF530 (1.00, + [+,+]), ZNF766 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), ZNF283 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF219 (1.00, - [+,-]), ZFP57 (1.00, + [+,+]), VEZF1 (1.00, - [+,-]), 
PHGDH	chr1	104608029	chr1	104673470	104673971	1	ZNF846 (1.00, + [-,-]), ZNF467 (1.00, + [-,-]), ZNF444 (1.00, - [-,+]), ZNF398 (1.00, - [-,+]), ZNF436 (1.00, - [-,+]), ZNF30 (1.00, - [-,+]), ZNF543 (1.00, + [-,-]), ZNF557 (1.00, - [-,+]), ZNF658 (1.00, - [-,+]), ZNF281 (1.00, - [-,+]), ZNF341 (1.00, + [-,-]), ZBTB17 (1.00, - [-,+]), ZNF180 (1.00, - [-,+]), ZNF205 (1.00, + [-,-]), PATZ1 (1.00, - [-,+]), ETS2 (1.00, - [-,+]), KLF2 (1.00, - [-,+]), RBAK (1.00, + [-,-]), WT1 (1.00, + [-,-]), ZNF23 (1.00, + [-,-]), ZNF263 (1.00, - [-,+]), ZNF202 (1.00, - [-,+]), 
PTBP2	chr1	127429746	chr1	127899338	127899839	1	ZNF774 (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF766 (1.00, - [+,-]), ZNF132 (1.00, + [+,+]), ZNF182 (1.00, + [+,+]), CTCF (1.00, - [+,-]), VEZF1 (1.00, - [+,-]), 
RBMXL1	chr1	135460054	chr1	135468016	135468517	1	ZNF571 (1.00, + [-,-]), ZNF132 (1.00, + [-,-]), 
DDAH1	chr1	138845007	chr1	139120425	139120926	1	ZNF341 (1.00, + [-,-]), ZNF436 (1.00, + [-,-]), RREB1 (1.00, - [-,+]), 
ZNHIT6	chr1	138721713	chr1	139120425	139120926	1	ZNF341 (1.00, - [+,-]), ZNF436 (1.00, - [+,-]), RREB1 (1.00, + [+,+]), 
ST6GALNAC3	chr1	148310013	chr1	148005913	148006414	1	ZNF774 (1.00, + [+,+]), ZNF823 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), BCL11A (1.00, - [+,-]), ZNF205 (1.00, - [+,-]), RREB1 (1.00, - [+,-]), RBAK (1.00, - [+,-]), 
ST6GALNAC5	chr1	147514789	chr1	148005913	148006414	1	ZNF774 (1.00, + [+,+]), ZNF823 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), BCL11A (1.00, - [+,-]), ZNF205 (1.00, - [+,-]), RREB1 (1.00, - [+,-]), RBAK (1.00, - [+,-]), 
FGGY	chr1	165074101	chr1	164765758	164766259	1	ZNF354C (1.00, + [-,-]), 
DAB1	chr1	166992832	chr1	167083776	167084277	1	ZNF84 (1.00, - [+,-]), ZNF398 (1.00, + [+,+]), ZNF341 (1.00, + [+,+]), ZNF527 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), RBAK (1.00, - [+,-]), BCL11A (1.00, + [+,+]), ZNF181 (1.00, - [+,-]), 
DAB1	chr1	166992832	chr1	167255109	167255610	1	ZNF182 (1.00, + [-,-]), ZNF169 (1.00, + [-,-]), TAL1 (1.00, + [-,-]), 
SSBP3	chr1	170006947	chr1	170189349	170189850	1	ZNF786 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), 
FAF1	chr1	173511327	chr1	173502323	173502824	1	ZNF846 (1.00, + [-,-]), ZNF823 (1.00, - [-,+]), ZNF548 (1.00, + [-,-]), ZNF441 (1.00, + [-,-]), ZNF283 (1.00, + [-,-]), ZNF571 (1.00, - [-,+]), ZNF766 (1.00, + [-,-]), ZNF596 (1.00, + [-,-]), ZNF263 (1.00, + [-,-]), SP4 (1.00, - [-,+]), SP2 (1.00, - [-,+]), SP1 (1.00, - [-,+]), KLF7 (1.00, + [-,-]), KLF5 (1.00, + [-,-]), KLF9 (1.00, + [-,-]), KLF16 (1.00, - [-,+]), KLF4 (1.00, + [-,-]), SP9 (1.00, + [-,-]), SP8 (1.00, + [-,-]), VEZF1 (1.00, + [-,-]), WT1 (1.00, - [-,+]), KLF13 (1.00, + [-,-]), KLF15 (1.00, + [-,-]), KLF10 (1.00, - [-,+]), KLF1 (1.00, - [-,+]), ZNF180 (1.00, + [-,-]), ZNF169 (1.00, + [-,-]), ZNF202 (1.00, + [-,-]), 
FAF1	chr1	173511327	chr1	173501383	173501884	1	ZSCAN22 (1.00, + [+,+]), ZNF786 (1.00, - [+,-]), ZNF846 (1.00, + [+,+]), ZNF283 (1.00, + [+,+]), ZNF311 (1.00, + [+,+]), ZNF571 (1.00, - [+,-]), ZNF682 (1.00, + [+,+]), ZNF71 (1.00, - [+,-]), ZNF770 (1.00, + [+,+]), ZFP69B (1.00, + [+,+]), ZFP57 (1.00, - [+,-]), ZBTB7C (1.00, - [+,-]), VEZF1 (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), 
FAF1	chr1	173511327	chr1	173500785	173501286	1	ZNF77 (1.00, - [+,-]), ZNF71 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), PRDM6 (1.00, + [+,+]), ETS2 (1.00, + [+,+]), RBAK (1.00, - [+,-]), ZNF124 (1.00, + [+,+]), 
TESK2	chr1	178930477	chr1	179100285	179100786	1	ZNF846 (1.00, + [-,-]), ZNF776 (1.00, + [-,-]), ZNF786 (1.00, - [-,+]), ZNF283 (1.00, + [-,-]), ZNF548 (1.00, - [-,+]), ZFP69B (1.00, - [-,+]), ZFP57 (1.00, - [-,+]), TCF12 (1.00, + [-,-]), ZNF23 (1.00, + [-,-]), 
FOXJ3	chr1	182222090	chr1	182221740	182222241	1	ZSCAN22 (1.00, - [-,+]), ZNF846 (1.00, + [-,-]), ZNF30 (1.00, - [-,+]), ZNF394 (1.00, - [-,+]), ZNF283 (1.00, - [-,+]), ZNF571 (1.00, + [-,-]), ZNF566 (1.00, + [-,-]), ZNF557 (1.00, - [-,+]), ZNF548 (1.00, - [-,+]), ZNF37A (1.00, - [-,+]), ZNF341 (1.00, - [-,+]), ZNF311 (1.00, + [-,-]), ZNF304 (1.00, - [-,+]), ZNF444 (1.00, - [-,+]), ZNF467 (1.00, - [-,+]), ZNF281 (1.00, + [-,-]), SP7 (1.00, - [-,+]), ZFP57 (1.00, - [-,+]), ZBTB7A (1.00, + [-,-]), VEZF1 (1.00, + [-,-]), WT1 (1.00, - [-,+]), ZFY (1.00, - [-,+]), ZFX (1.00, - [-,+]), ZNF202 (1.00, - [-,+]), ZNF267 (1.00, - [-,+]), RREB1 (1.00, - [-,+]), MAZ (1.00, + [-,-]), CTCF (1.00, + [-,-]), 
HIVEP3	chr1	182932738	chr1	182888054	182888555	1	ZNF860 (1.00, - [-,+]), ZNF774 (1.00, - [-,+]), ZNF846 (1.00, - [-,+]), ZNF394 (1.00, + [-,-]), ZNF557 (1.00, - [-,+]), ZNF467 (1.00, + [-,-]), ZNF444 (1.00, - [-,+]), ZBTB17 (1.00, - [-,+]), ZNF205 (1.00, + [-,-]), KLF2 (1.00, - [-,+]), VEZF1 (1.00, + [-,-]), 
HIVEP3	chr1	182932738	chr1	183049187	183049688	1	ZNF774 (1.00, - [+,-]), ZNF786 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF682 (1.00, - [+,-]), ZNF77 (1.00, + [+,+]), ZNF304 (1.00, - [+,-]), KLF7 (1.00, - [+,-]), ZNF180 (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), KLF1 (1.00, + [+,+]), KLF5 (1.00, - [+,-]), MZF1 (1.00, + [+,+]), KLF10 (1.00, + [+,+]), 
SMAP2	chr1	184201770	chr1	184209189	184209690	1	ZNF786 (1.00, + [+,+]), ZNF823 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), RBAK (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), 
SMAP2	chr1	184201770	chr1	184240799	184241300	1	ZSCAN22 (1.00, + [+,+]), ZNF774 (1.00, + [+,+]), ZNF846 (1.00, + [+,+]), ZNF444 (1.00, - [+,-]), ZNF37A (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ZNF530 (1.00, - [+,-]), ZNF71 (1.00, + [+,+]), ZNF770 (1.00, - [+,-]), ZNF281 (1.00, - [+,-]), ZNF484 (1.00, - [+,-]), ZNF467 (1.00, + [+,+]), CTCFL (1.00, - [+,-]), KLF11 (1.00, - [+,-]), KLF10 (1.00, - [+,-]), KLF1 (1.00, - [+,-]), WT1 (1.00, + [+,+]), ZFP64 (1.00, - [+,-]), ZBTB17 (1.00, + [+,+]), VEZF1 (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), GTF2I (1.00, - [+,-]), CTCF (1.00, + [+,+]), KLF2 (1.00, + [+,+]), RREB1 (1.00, + [+,+]), RBAK (1.00, + [+,+]), SALL2 (1.00, + [+,+]), ZNF263 (1.00, + [+,+]), ZNF219 (1.00, - [+,-]), ZNF202 (1.00, - [+,-]), 
MAN1C1	chr1	199196698	chr1	198995613	198996114	1	ZNF770 (1.00, - [+,-]), ZNF304 (1.00, - [+,-]), ZNF436 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF354C (1.00, - [+,-]), ZNF398 (1.00, + [+,+]), ZNF283 (1.00, - [+,-]), ZNF189 (1.00, + [+,+]), ZNF267 (1.00, - [+,-]), KLF5 (1.00, - [+,-]), MAZ (1.00, + [+,+]), ZFP69B (1.00, + [+,+]), VEZF1 (1.00, - [+,-]), ZNF180 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), KLF1 (1.00, - [+,-]), 
MAN1C1	chr1	199196698	chr1	199069054	199069555	1	ZNF860 (1.00, + [+,+]), ZNF774 (1.00, + [+,+]), ZNF37A (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), TCF12 (1.00, + [+,+]), WT1 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), RBAK (1.00, - [+,-]), KLF5 (1.00, + [+,+]), LYL1 (1.00, + [+,+]), MAZ (1.00, + [+,+]), VEZF1 (1.00, - [+,-]), GTF2I (1.00, - [+,-]), 
MAN1C1	chr1	199196698	chr1	199139032	199139533	1	ZNF846 (1.00, - [+,-]), ZNF774 (1.00, + [+,+]), ZNF786 (1.00, + [+,+]), ZNF548 (1.00, + [+,+]), ZNF37A (1.00, + [+,+]), ZNF354C (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF658 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), SP5 (1.00, - [+,-]), SP4 (1.00, - [+,-]), SP1 (1.00, + [+,+]), MZF1 (1.00, + [+,+]), SP9 (1.00, + [+,+]), KLF13 (1.00, + [+,+]), KLF15 (1.00, + [+,+]), GTF2I (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), SP8 (1.00, - [+,-]), 
MAN1C1	chr1	199196698	chr1	199153664	199154165	1	ZNF786 (1.00, + [+,+]), ZNF566 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF182 (1.00, + [+,+]), LYL1 (1.00, + [+,+]), 
MAN1C1	chr1	199196698	chr1	199163005	199163506	1	ZSCAN22 (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF124 (1.00, + [+,+]), GTF2I (1.00, - [+,-]), ZBTB7C (1.00, - [+,-]), ZNF132 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), 
MAN1C1	chr1	199196698	chr1	199247540	199248041	1	ZNF846 (1.00, + [+,+]), ZNF786 (1.00, + [+,+]), ZNF304 (1.00, - [+,-]), ZNF484 (1.00, - [+,-]), ZNF658 (1.00, + [+,+]), ZFP57 (1.00, - [+,-]), ZBTB17 (1.00, - [+,-]), ZNF180 (1.00, + [+,+]), ZNF121 (1.00, - [+,-]), RREB1 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), KLF2 (1.00, + [+,+]), SP7 (1.00, + [+,+]), 
ASAP3	chr1	201286767	chr1	201295392	201295893	1	ZNF786 (1.00, + [+,+]), ZNF527 (1.00, + [+,+]), ZNF766 (1.00, - [+,-]), ZNF169 (1.00, - [+,-]), 
ARHGEF10L	chr1	207228116	chr1	207128603	207129104	1	ZNF786 (1.00, + [+,+]), ZNF283 (1.00, + [+,+]), ZNF354C (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF766 (1.00, + [+,+]), ZFP64 (1.00, + [+,+]), ZBTB7C (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), ZNF23 (1.00, + [+,+]), IRF2 (1.00, + [+,+]), 
ARHGEF10L	chr1	207228116	chr1	207138937	207139438	1	ZNF774 (1.00, + [-,-]), ZNF557 (1.00, - [-,+]), ZNF71 (1.00, + [-,-]), ZNF132 (1.00, + [-,-]), ZNF121 (1.00, + [-,-]), ZFX (1.00, + [-,-]), ZNF169 (1.00, - [-,+]), ZFY (1.00, + [-,-]), ZNF182 (1.00, + [-,-]), RBAK (1.00, + [-,-]), STAT2 (1.00, - [-,+]), LYL1 (1.00, - [-,+]), PRDM6 (1.00, - [-,+]), 
ARHGEF10L	chr1	207228116	chr1	207208250	207208751	1	ZNF786 (1.00, - [-,+]), ZNF467 (1.00, - [-,+]), ZNF566 (1.00, - [-,+]), KLF11 (1.00, - [-,+]), SALL4 (1.00, - [-,+]), SALL2 (1.00, + [-,-]), 
SPEN	chr1	208935688	chr1	208891235	208891736	1	ZNF557 (1.00, + [+,+]), ZNF436 (1.00, - [+,-]), ZNF281 (1.00, + [+,+]), ZNF30 (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ZBTB17 (1.00, + [+,+]), ZNF132 (1.00, - [+,-]), ZNF180 (1.00, + [+,+]), ZNF202 (1.00, - [+,-]), SALL4 (1.00, - [+,-]), KLF7 (1.00, + [+,+]), KLF5 (1.00, + [+,+]), KLF10 (1.00, - [+,-]), KLF1 (1.00, - [+,-]), KLF15 (1.00, + [+,+]), KLF16 (1.00, - [+,-]), KLF4 (1.00, + [+,+]), 
HES5	chr1	221871902	chr1	221839237	221839738	1	ZNF846 (1.00, + [-,-]), ZNF774 (1.00, - [-,+]), ZNF557 (1.00, + [-,-]), ZNF548 (1.00, + [-,-]), ZNF766 (1.00, - [-,+]), ZNF467 (1.00, + [-,-]), ZNF169 (1.00, - [-,+]), ZNF205 (1.00, - [-,+]), ZNF263 (1.00, + [-,-]), SP1 (1.00, + [-,-]), STAT2 (1.00, - [-,+]), ZFY (1.00, - [-,+]), ZFX (1.00, - [-,+]), ZNF180 (1.00, - [-,+]), PRDM6 (1.00, - [-,+]), KLF5 (1.00, + [-,-]), IRF2 (1.00, - [-,+]), 
FBLN1	chr10	5997486	chr10	5960262	5960763	1	ZNF341 (1.00, + [+,+]), SALL2 (1.00, - [+,-]), KLF1 (1.00, + [+,+]), 
TEF	chr10	10139800	chr10	10316365	10316866	1	ZSCAN30 (1.00, + [+,+]), ZNF846 (1.00, - [+,-]), ZNF467 (1.00, - [+,-]), ZNF441 (1.00, - [+,-]), ZNF37A (1.00, - [+,-]), ZNF304 (1.00, + [+,+]), ZNF543 (1.00, - [+,-]), ZNF571 (1.00, + [+,+]), ZNF658 (1.00, - [+,-]), ZNF30 (1.00, + [+,+]), ZNF484 (1.00, + [+,+]), SP2 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), KLF9 (1.00, - [+,-]), KLF7 (1.00, - [+,-]), KLF5 (1.00, + [+,+]), SP1 (1.00, - [+,-]), KLF13 (1.00, - [+,-]), GTF2I (1.00, + [+,+]), KLF10 (1.00, + [+,+]), KLF1 (1.00, - [+,-]), KLF16 (1.00, + [+,+]), KLF15 (1.00, - [+,-]), KLF4 (1.00, - [+,-]), MAZ (1.00, - [+,-]), SP5 (1.00, - [+,-]), SP4 (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), ZNF132 (1.00, + [+,+]), SP9 (1.00, + [+,+]), SP8 (1.00, - [+,-]), WT1 (1.00, + [+,+]), SP7 (1.00, + [+,+]), ZFP57 (1.00, - [+,-]), ZBTB17 (1.00, + [+,+]), ZNF23 (1.00, - [+,-]), ZNF263 (1.00, - [+,-]), ZNF202 (1.00, + [+,+]), ZNF219 (1.00, + [+,+]), 
TNRC6B	chr10	11356889	chr10	11160517	11161018	1	ZNF846 (1.00, + [-,-]), ZNF441 (1.00, - [-,+]), ZNF354C (1.00, + [-,-]), ZNF304 (1.00, - [-,+]), ZNF548 (1.00, - [-,+]), SP2 (1.00, + [-,-]), ZNF202 (1.00, - [-,+]), 
TNRC6B	chr10	11356889	chr10	11232885	11233386	1	ZNF846 (1.00, + [-,-]), ZNF311 (1.00, - [-,+]), ZNF566 (1.00, + [-,-]), 
IFT27	chr10	14789095	chr10	14781094	14781595	1	ZNF766 (1.00, + [-,-]), ZNF557 (1.00, - [-,+]), ZNF341 (1.00, + [-,-]), ZNF205 (1.00, + [-,-]), 
TIMP3	chr10	18703378	chr10	18791599	18792100	1	ZNF786 (1.00, - [-,+]), ZNF484 (1.00, - [-,+]), ZNF283 (1.00, - [-,+]), ZNF513 (1.00, - [-,+]), MZF1 (1.00, - [-,+]), ZFP69B (1.00, + [-,-]), VEZF1 (1.00, + [-,-]), ZNF180 (1.00, + [-,-]), ZNF169 (1.00, + [-,-]), KLF2 (1.00, - [-,+]), RREB1 (1.00, + [-,-]), 
