Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
VASH2	chr1	70421275	chr1	70421859	70422360	0.8764	ZNF341 (1.00, - [+,-]), ZFP64 (0.98, - [+,-]), ZNF30 (0.91, + [+,+]), KLF9 (0.86, + [+,+]), ZNF219 (0.82, + [+,+]), SALL2 (0.81, + [+,+]), ZNF180 (0.77, - [+,-]), 
VASH2	chr1	70421275	chr1	70450082	70450583	0.8102	ZNF263 (0.99, - [+,-]), ZNF394 (0.99, - [+,-]), ZSCAN22 (0.97, - [+,-]), GTF2I (0.90, - [+,-]), ZNF557 (0.89, - [+,-]), ZNF543 (0.86, - [+,-]), KLF5 (0.83, - [+,-]), ZNF37A (0.82, - [+,-]), ZNF398 (0.81, - [+,-]), ZNF444 (0.79, - [+,-]), 
VASH2	chr1	70421275	chr1	70451944	70452445	0.7132	VEZF1 (0.95, + [+,+]), ZNF169 (0.94, + [+,+]), ZFX (0.92, + [+,+]), ZBTB17 (0.87, + [+,+]), 
SMYD2	chr1	71741371	chr1	71773124	71773625	0.7966	VEZF1 (0.99, + [+,+]), ZNF219 (0.98, + [+,+]), RBAK (0.89, - [+,-]), ZNF180 (0.85, - [+,-]), ZBTB17 (0.78, + [+,+]), ZNF341 (0.71, - [+,-]), 
LYPLAL1	chr1	76704009	chr1	76160369	76160870	0.8648	ZNF823 (1.00, - [+,-]), ZNF467 (1.00, - [+,-]), ZNF124 (1.00, + [+,+]), ZNF354C (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), STAT2 (0.99, - [+,-]), VEZF1 (0.98, + [+,+]), ZNF649 (0.96, - [+,-]), ZNF22 (0.91, + [+,+]), ZNF132 (0.86, + [+,+]), ZNF79 (0.74, - [+,-]), ZNF197 (0.70, - [+,-]), 
CNIH3	chr1	82099958	chr1	82041693	82042194	0.7466	CPEB1 (1.00, + [-,-]), ZNF649 (0.86, + [-,-]), 
CNIH3	chr1	82099958	chr1	82126069	82126570	0.9998	ZNF398 (0.94, - [+,-]), 
KCNN3	chr1	96167295	chr1	96301670	96302171	0.8986	ZNF766 (1.00, - [+,-]), ZNF37A (1.00, - [+,-]), ZNF557 (0.99, - [+,-]), STAT2 (0.94, - [+,-]), ZNF467 (0.91, - [+,-]), 
KCNN3	chr1	96167295	chr1	96314852	96315353	0.8518	ZNF846 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), 
IL6R	chr1	96632603	chr1	96573848	96574349	0.9646	SALL4 (1.00, - [+,-]), ZNF71 (0.96, + [+,+]), ZNF267 (0.96, + [+,+]), ZNF530 (0.88, + [+,+]), VEZF1 (0.87, + [+,+]), ZNF467 (0.84, - [+,-]), ZNF770 (0.84, + [+,+]), SALL2 (0.83, - [+,-]), ZBTB17 (0.79, + [+,+]), 
IL6R	chr1	96632603	chr1	96630262	96630763	0.959	ZNF354C (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF180 (0.97, - [+,-]), ZNF658 (0.93, - [+,-]), ZSCAN30 (0.92, - [+,-]), ZNF467 (0.91, - [+,-]), ZNF484 (0.79, + [+,+]), VEZF1 (0.74, + [+,+]), ZNF22 (0.72, + [+,+]), 
IGSF3	chr1	107591796	chr1	107622093	107622594	0.8832	ZNF197 (0.94, - [+,-]), SMAD1 (0.86, - [+,-]), 
IGSF3	chr1	107591796	chr1	107668512	107669013	0.9018	KLF5 (1.00, + [+,+]), KLF10 (1.00, + [+,+]), ZNF169 (0.99, - [+,-]), KLF4 (0.99, + [+,+]), ZNF22 (0.95, + [+,+]), ZNF132 (0.93, - [+,-]), ZNF846 (0.90, - [+,-]), HDX (0.87, - [+,-]), 
OVGP1	chr1	112750286	chr1	112687886	112688387	0.7808	ZNF84 (1.00, + [-,-]), ZNF557 (1.00, + [-,-]), ZNF484 (0.89, + [-,-]), ZNF774 (0.89, - [-,+]), ZNF467 (0.74, - [-,+]), 
CD53	chr1	113255447	chr1	113263379	113263880	0.9792	ZNF341 (1.00, - [+,-]), ZNF84 (1.00, - [+,-]), ZNF281 (1.00, + [+,+]), BCL11A (1.00, - [+,-]), ETS2 (0.97, + [+,+]), ZNF22 (0.97, + [+,+]), ZNF124 (0.94, - [+,-]), ZNF467 (0.86, - [+,-]), NFE2L1 (0.79, + [+,+]), ZNF786 (0.78, - [+,-]), ZBTB17 (0.74, - [+,-]), 
CD53	chr1	113255447	chr1	113263937	113264438	0.9604	ZNF22 (1.00, + [+,+]), ZKSCAN2 (0.96, + [+,+]), PRDM6 (0.92, - [+,-]), ZNF613 (0.91, - [+,-]), ZNF121 (0.91, - [+,-]), BCL11A (0.77, - [+,-]), 
KCNA2	chr1	113529639	chr1	113611101	113611602	0.8574	MZF1 (0.98, - [+,-]), KLF5 (0.77, - [+,-]), ZNF530 (0.70, - [+,-]), 
LOC697670	chr1	115035103	chr1	114889934	114890435	0.77	GTF2I (0.85, + [-,-]), SALL2 (0.84, - [-,+]), 
NTNG1	chr1	117181427	chr1	117585392	117585893	0.9024	ZNF84 (1.00, + [+,+]), 
DPYD	chr1	126215319	chr1	126214976	126215477	0.9224	KLF10 (0.97, - [+,-]), ZNF180 (0.97, + [+,+]), ZNF37A (0.91, + [+,+]), ZNF846 (0.88, + [+,+]), KLF7 (0.85, + [+,+]), ZFP57 (0.78, + [+,+]), 
ARHGAP29	chr1	129924107	chr1	129934065	129934566	0.9662	KLF4 (1.00, - [+,-]), ZNF283 (1.00, + [+,+]), SP7 (1.00, + [+,+]), WT1 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF543 (1.00, - [+,-]), KLF10 (1.00, - [+,-]), MAZ (0.96, - [+,-]), KLF1 (0.90, - [+,-]), ZFP64 (0.80, + [+,+]), ZBTB17 (0.74, + [+,+]), ZNF530 (0.74, - [+,-]), 
ARHGAP29	chr1	129924107	chr1	129935386	129935887	0.9416	FOXI3 (1.00, - [+,-]), ZNF132 (0.87, - [+,-]), 
LRRC53	chr1	149924110	chr1	149638922	149639423	0.9308	TBPL2 (0.91, - [+,-]), ZNF557 (0.74, - [+,-]), 
LRRIQ3	chr1	150218464	chr1	149638922	149639423	0.9992	TBPL2 (0.91, + [-,-]), ZNF557 (0.74, + [-,-]), 
IL12RB2	chr1	157124083	chr1	157123128	157123629	0.9712	ZNF30 (0.98, + [+,+]), ZNF311 (0.97, + [+,+]), ZNF267 (0.95, - [+,-]), SALL2 (0.94, + [+,+]), ZNF846 (0.94, - [+,-]), ZNF398 (0.84, - [+,-]), ZNF571 (0.73, - [+,-]), 
PTPRF	chr1	180912156	chr1	180789522	180790023	0.9116	ZNF22 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), KLF4 (0.99, + [+,+]), ZNF557 (0.99, - [+,-]), ZNF182 (0.97, - [+,-]), ZNF180 (0.89, - [+,-]), ZNF613 (0.87, - [+,-]), ZNF571 (0.85, + [+,+]), ZNF774 (0.82, - [+,-]), ZNF71 (0.74, + [+,+]), 
PTPRF	chr1	180912156	chr1	180918781	180919282	0.9164	ZNF557 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), ZNF846 (1.00, - [+,-]), ZNF37A (1.00, - [+,-]), ZNF467 (0.98, - [+,-]), VEZF1 (0.98, + [+,+]), ZNF263 (0.95, + [+,+]), PRDM9 (0.91, + [+,+]), ZNF341 (0.91, - [+,-]), GTF2I (0.82, + [+,+]), 
GRIK3	chr1	187547473	chr1	187188501	187189002	0.976	ZFY (0.84, - [-,+]), ZNF30 (0.78, + [-,-]), ZNF181 (0.77, + [-,-]), ZNF84 (0.74, - [-,+]), 
GRIK3	chr1	187547473	chr1	187649886	187650387	0.9854	ZNF169 (1.00, + [+,+]), RBAK (0.98, + [+,+]), ZNF786 (0.96, + [+,+]), ZNF79 (0.79, + [+,+]), 
GRIK3	chr1	187547473	chr1	187661812	187662313	0.9726	ZNF311 (1.00, + [+,+]), ZNF860 (0.99, + [+,+]), ZBTB17 (0.99, + [+,+]), ZNF557 (0.99, + [+,+]), ZNF774 (0.98, + [+,+]), ZNF394 (0.98, + [+,+]), TAL1 (0.81, - [+,-]), 
GRIK3	chr1	187547473	chr1	187716503	187717004	0.8744	MZF1 (1.00, - [+,-]), ZNF571 (0.94, - [+,-]), PRDM6 (0.86, + [+,+]), ZNF121 (0.73, + [+,+]), KLF7 (0.72, + [+,+]), 
GRIK3	chr1	187547473	chr1	187865672	187866173	0.988	ZNF766 (1.00, + [+,+]), ZNF774 (0.99, + [+,+]), 
AZIN2	chr1	191567627	chr1	191589598	191590099	0.7036	ZNF169 (1.00, - [+,-]), ZNF444 (0.99, - [+,-]), ZNF557 (0.95, - [+,-]), ZNF846 (0.80, - [+,-]), 
FABP3	chr1	193280362	chr1	193293763	193294264	0.8186	ZNF766 (0.91, + [-,-]), ZNF341 (0.87, - [-,+]), 
PTPRU	chr1	195444672	chr1	195347600	195348101	0.9074	ZNF770 (0.99, - [-,+]), ZNF22 (0.98, - [-,+]), 
PTPRU	chr1	195444672	chr1	195433771	195434272	0.8246	PRDM6 (0.99, + [+,+]), ZNF121 (0.98, + [+,+]), ZFP28 (0.94, + [+,+]), ZNF384 (0.87, + [+,+]), ZNF613 (0.87, + [+,+]), ZNF182 (0.85, + [+,+]), 
TMEM50A	chr1	199470950	chr1	199395348	199395849	0.8714	ZNF354C (1.00, - [+,-]), ZNF658 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF263 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), ZNF846 (1.00, - [+,-]), ZNF770 (0.95, + [+,+]), ZNF774 (0.88, - [+,-]), VEZF1 (0.73, + [+,+]), 
KAZN	chr1	210320494	chr1	210320529	210321030	0.9788	ZNF658 (0.96, + [+,+]), ZNF311 (0.95, + [+,+]), KLF7 (0.88, + [+,+]), ZNF571 (0.87, - [+,-]), ZNF467 (0.84, + [+,+]), SP7 (0.81, + [+,+]), ZNF267 (0.78, - [+,-]), ZNF180 (0.76, + [+,+]), 
DISP3	chr1	212959939	chr1	212961057	212961558	0.884	ZNF846 (1.00, - [+,-]), ZNF596 (1.00, - [+,-]), ZNF71 (1.00, + [+,+]), ZNF484 (1.00, + [+,+]), ARID3A (1.00, - [+,-]), RBAK (1.00, - [+,-]), KLF5 (1.00, + [+,+]), ZNF543 (0.99, - [+,-]), ZNF398 (0.99, + [+,+]), VEZF1 (0.94, + [+,+]), ZNF467 (0.92, - [+,-]), ZNF205 (0.83, - [+,-]), ZFP28 (0.80, - [+,-]), 
CBY1	chr10	12908030	chr10	12845036	12845537	0.9352	ZNF202 (0.94, - [+,-]), ZNF658 (0.94, - [+,-]), ZNF169 (0.90, - [+,-]), ZNF124 (0.90, - [+,-]), VEZF1 (0.87, - [+,-]), ZBTB17 (0.78, - [+,-]), 
MN1	chr10	23764096	chr10	24014715	24015216	0.7482	ZNF180 (1.00, + [+,+]), VEZF1 (0.99, - [+,-]), ZNF766 (0.99, - [+,-]), ZNF311 (0.97, - [+,-]), ZFP28 (0.94, - [+,-]), ZNF169 (0.90, - [+,-]), ZNF354C (0.75, + [+,+]), 
UBE2L3	chr10	31377195	chr10	31359747	31360248	0.7666	PRDM9 (0.99, + [+,+]), ZNF341 (0.97, - [+,-]), ZNF766 (0.94, - [+,-]), ETS2 (0.87, + [+,+]), ZNF169 (0.86, - [+,-]), TBPL2 (0.83, - [+,-]), BCL11A (0.78, - [+,-]), 
FLRT3	chr10	52172416	chr10	51325867	51326368	0.8058	ZNF22 (0.99, + [+,+]), ZNF354C (0.99, - [+,-]), ZNF77 (0.98, - [+,-]), ARID3A (0.97, - [+,-]), ZNF26 (0.91, - [+,-]), ZNF823 (0.89, + [+,+]), 
BTBD3	chr10	54634973	chr10	53776686	53777187	0.8128	ZNF384 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), ZNF182 (1.00, - [+,-]), ZNF613 (1.00, - [+,-]), ARID3A (0.99, - [+,-]), ETS2 (0.98, + [+,+]), ZKSCAN2 (0.98, - [+,-]), 
AVP	chr10	63418846	chr10	63330768	63331269	0.7608	SALL2 (0.91, - [-,+]), ZNF441 (0.86, - [-,+]), ZNF132 (0.85, + [-,-]), GTF2I (0.84, + [-,-]), ZNF71 (0.83, + [-,-]), ZNF281 (0.80, - [-,+]), ZNF846 (0.78, + [-,-]), MAZ (0.77, - [-,+]), ZSCAN22 (0.76, + [-,-]), KLF16 (0.71, - [-,+]), 
PIGU	chr10	69868979	chr10	69886684	69887185	0.7988	ZNF121 (0.90, + [+,+]), ZNF770 (0.73, - [+,-]), 
MMP24	chr10	70433071	chr10	70030313	70030814	0.8444	ZNF84 (1.00, + [-,-]), ZNF181 (0.85, + [-,-]), ZNF786 (0.82, + [-,-]), PRDM6 (0.77, - [-,+]), 
GDAP1L1	chr10	79444267	chr10	79438592	79439093	0.8722	ZNF649 (0.99, - [+,-]), ZNF169 (0.99, - [+,-]), PRDM6 (0.96, - [+,-]), FOSL2 (0.93, + [+,+]), FOS (0.91, + [+,+]), NFE2L1 (0.83, + [+,+]), 
CDH22	chr10	81444036	chr10	81459973	81460474	0.8742	ZNF786 (1.00, + [+,+]), 
CDH22	chr10	81444036	chr10	81464076	81464577	0.9138	TBPL2 (1.00, - [+,-]), ZNF22 (0.99, + [+,+]), ZNF169 (0.77, + [+,+]), 
PREX1	chr10	84033263	chr10	83928331	83928832	0.8446	ZNF84 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), ZNF766 (1.00, - [+,-]), ZNF169 (0.99, - [+,-]), FOSL2 (0.86, + [+,+]), VEZF1 (0.81, + [+,+]), 
PREX1	chr10	84033263	chr10	84047369	84047870	0.8982	ZNF557 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), ZNF22 (1.00, + [+,+]), CPEB1 (1.00, - [+,-]), STAT2 (0.99, - [+,-]), ZNF613 (0.91, - [+,-]), ZNF384 (0.84, - [+,-]), 
TIGAR	chr11	4368866	chr11	4203500	4204001	0.7624	SALL4 (1.00, - [+,-]), TCF12 (0.98, + [+,+]), ZNF132 (0.95, - [+,-]), CPEB1 (0.94, + [+,+]), ZNF71 (0.93, - [+,-]), ZNF774 (0.83, + [+,+]), 
KCNA1	chr11	5019481	chr11	4936815	4937316	0.8902	ZNF846 (1.00, - [+,-]), ZNF30 (0.99, + [+,+]), ZNF571 (0.83, - [+,-]), 
BCAT1	chr11	26244580	chr11	26244409	26244910	0.8674	ZNF786 (1.00, - [+,-]), KLF10 (0.99, + [+,+]), ZNF169 (0.99, - [+,-]), ZNF846 (0.92, - [+,-]), ZNF682 (0.89, + [+,+]), 
BCAT1	chr11	26244580	chr11	26243811	26244312	0.8714	ZNF846 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ZNF205 (1.00, + [+,+]), ZNF770 (0.98, + [+,+]), ARID3A (0.97, - [+,-]), SALL2 (0.93, + [+,+]), 
FAR2	chr11	30498153	chr11	30418168	30418669	0.8218	ZNF649 (0.95, - [+,-]), ZNF22 (0.73, - [+,-]), 
SYT10	chr11	34662149	chr11	34601681	34602182	0.8834	ZNF557 (0.99, - [+,-]), PRDM6 (0.97, - [+,-]), ZNF77 (0.97, - [+,-]), ZNF354C (0.95, - [+,-]), ARID3A (0.92, - [+,-]), 
SYT10	chr11	34662149	chr11	34713631	34714132	0.9734	CPEB1 (0.88, - [+,-]), 
PDZRN4	chr11	40539528	chr11	40539463	40539964	0.9152	ZNF311 (0.94, + [+,+]), ZNF283 (0.93, - [+,-]), ZNF30 (0.91, + [+,+]), OSR2 (0.88, + [+,+]), LYL1 (0.88, + [+,+]), ZNF543 (0.84, + [+,+]), KLF7 (0.81, + [+,+]), WT1 (0.80, + [+,+]), ZSCAN30 (0.76, + [+,+]), 
MYL6	chr11	55720020	chr11	55720695	55721196	0.9796	ZNF132 (0.99, - [+,-]), BCL11A (0.88, + [+,+]), ZNF267 (0.81, - [+,-]), 
TBK1	chr11	64001781	chr11	64010485	64010986	0.866	ZNF169 (0.89, + [-,-]), ZNF557 (0.88, + [-,-]), FOSL2 (0.85, - [-,+]), ARID3A (0.83, + [-,-]), FOS (0.74, - [-,+]), 
GRIP1	chr11	66225802	chr11	66205310	66205811	0.8592	ZFP28 (0.91, + [-,-]), OSR2 (0.79, + [-,-]), 
DYRK2	chr11	67181591	chr11	67016856	67017357	0.9114	BCL11A (0.94, + [+,+]), ZNF786 (0.92, - [+,-]), 
KCNMB4	chr11	69854721	chr11	70059106	70059607	0.873	ZNF596 (1.00, + [+,+]), HDX (1.00, + [+,+]), ZNF182 (0.99, + [+,+]), ZNF169 (0.97, + [+,+]), ZNF124 (0.96, + [+,+]), ZNF467 (0.95, + [+,+]), PRDM6 (0.95, + [+,+]), ZNF341 (0.78, + [+,+]), STAT2 (0.77, + [+,+]), ZNF766 (0.77, + [+,+]), ZNF202 (0.74, + [+,+]), 
TRHDE	chr11	71849726	chr11	71597988	71598489	0.945	HDX (0.98, + [+,+]), ZNF384 (0.96, + [+,+]), ARID3A (0.96, + [+,+]), ZNF169 (0.94, + [+,+]), IRX6 (0.93, + [+,+]), ZNF613 (0.89, + [+,+]), IKZF2 (0.87, + [+,+]), STAT2 (0.73, + [+,+]), 
TRHDE	chr11	71849726	chr11	71647672	71648173	0.8718	RBAK (1.00, + [+,+]), 
TRHDE	chr11	71849726	chr11	71677208	71677709	0.8542	STAT2 (0.96, + [+,+]), PRDM6 (0.93, + [+,+]), IKZF2 (0.91, + [+,+]), ZNF182 (0.88, + [+,+]), ARID3A (0.85, + [+,+]), ZFP28 (0.83, + [+,+]), ZNF384 (0.82, + [+,+]), ZNF613 (0.77, + [+,+]), VEZF1 (0.71, + [+,+]), 
TRHDE	chr11	71849726	chr11	71755991	71756492	0.8072	ZNF84 (1.00, - [+,-]), ARID3A (0.97, - [+,-]), ZNF22 (0.90, + [+,+]), ZNF182 (0.86, + [+,+]), 
TMTC2	chr11	82264698	chr11	83118984	83119485	0.71	ZNF124 (0.94, - [-,+]), 
TDG	chr11	103671743	chr11	103636779	103637280	0.791	ZNF613 (0.98, - [+,-]), OSR2 (0.94, - [+,-]), HOXC5 (0.89, + [+,+]), ZNF384 (0.79, - [+,-]), ZNF169 (0.75, - [+,-]), 
TDG	chr11	103671743	chr11	103845803	103846304	0.9074	WT1 (0.93, - [-,+]), ZNF197 (0.82, + [-,-]), ZNF786 (0.80, + [-,-]), KLF10 (0.77, - [-,+]), ZNF846 (0.75, + [-,-]), 
CHST11	chr11	104173156	chr11	104415157	104415658	0.8556	ZNF84 (1.00, - [+,-]), CPEB1 (1.00, - [+,-]), ZSCAN30 (1.00, - [+,-]), TBPL2 (1.00, - [+,-]), ZNF77 (0.99, - [+,-]), PRDM6 (0.98, - [+,-]), ZNF205 (0.98, + [+,+]), ZNF169 (0.97, - [+,-]), ZNF182 (0.95, - [+,-]), ZNF22 (0.75, + [+,+]), ZNF613 (0.74, + [+,+]), 
CHST11	chr11	104173156	chr11	104433629	104434130	0.8932	SALL2 (0.97, - [+,-]), TAL1 (0.92, - [+,-]), ZNF169 (0.90, - [+,-]), TCF12 (0.85, - [+,-]), 
NUAK1	chr11	105845332	chr11	105525055	105525556	0.8268	ZNF846 (0.98, - [+,-]), ZNF182 (0.92, + [+,+]), 
NUAK1	chr11	105845332	chr11	105882130	105882631	0.7134	IRX6 (0.92, + [+,+]), ZNF22 (0.72, - [+,-]), 
CUX2	chr11	110692347	chr11	110831221	110831722	0.912	ZNF180 (1.00, - [+,-]), ZNF658 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF182 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), ZNF384 (1.00, - [+,-]), ZNF22 (0.99, + [+,+]), ZNF770 (0.99, + [+,+]), ZNF467 (0.97, - [+,-]), ZNF121 (0.97, - [+,-]), RBAK (0.95, - [+,-]), VEZF1 (0.95, + [+,+]), ZNF169 (0.94, - [+,-]), ZBTB17 (0.70, - [+,-]), 
CUX2	chr11	110692347	chr11	110943524	110944025	0.9664	ARID3A (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF26 (0.93, - [+,-]), ZNF786 (0.88, - [+,-]), 
PLBD2	chr11	113070638	chr11	113048984	113049485	0.9376	KLF4 (1.00, - [+,-]), ZNF37A (1.00, + [+,+]), ZFP64 (1.00, + [+,+]), KLF7 (1.00, + [+,+]), ZNF341 (0.99, + [+,+]), ZNF202 (0.98, + [+,+]), ZBTB17 (0.97, + [+,+]), ZNF267 (0.93, - [+,-]), ZNF283 (0.92, + [+,+]), ZNF467 (0.90, + [+,+]), KLF1 (0.89, - [+,-]), KLF10 (0.78, - [+,-]), KLF16 (0.77, - [+,-]), OSR2 (0.76, + [+,+]), VEZF1 (0.76, + [+,+]), ZNF682 (0.72, - [+,-]), 
P2RX7	chr11	120970101	chr11	120962240	120962741	0.7752	ZNF37A (0.99, - [+,-]), SALL4 (0.99, - [+,-]), ZNF467 (0.99, - [+,-]), ZNF557 (0.97, - [+,-]), ZNF770 (0.95, + [+,+]), STAT2 (0.95, - [+,-]), ZNF786 (0.93, - [+,-]), ZNF26 (0.89, - [+,-]), ETS2 (0.87, + [+,+]), ZNF774 (0.86, - [+,-]), ZSCAN30 (0.82, - [+,-]), ZNF596 (0.75, - [+,-]), ZNF22 (0.73, + [+,+]), PRDM6 (0.71, - [+,-]), 
GALNT9	chr11	132169192	chr11	132034093	132034594	0.8462	ZNF22 (0.99, - [+,-]), ZNF384 (0.93, + [+,+]), ZNF613 (0.92, + [+,+]), ZNF354C (0.91, + [+,+]), ZNF649 (0.80, + [+,+]), 
GALNT9	chr11	132169192	chr11	132159115	132159616	0.7366	CPEB1 (0.94, + [+,+]), PRDM6 (0.86, + [+,+]), ZSCAN30 (0.80, + [+,+]), 
GALNT9	chr11	132169192	chr11	132215078	132215579	0.8846	ZFY (1.00, - [+,-]), HOXC5 (0.99, - [+,-]), ZNF354C (0.94, - [+,-]), VEZF1 (0.85, + [+,+]), ZNF484 (0.81, + [+,+]), ZNF180 (0.75, - [+,-]), ZNF281 (0.72, + [+,+]), SALL2 (0.72, + [+,+]), RREB1 (0.71, - [+,-]), 
CNTNAP5	chr12	7015422	chr12	6506422	6506923	0.7242	ZNF22 (0.88, + [-,-]), ZNF786 (0.87, + [-,-]), ARID3A (0.83, - [-,+]), ZNF354C (0.81, - [-,+]), 
EPB41L5	chr12	11088033	chr12	11093767	11094268	0.9938	SP7 (0.97, + [+,+]), ARID3A (0.95, + [+,+]), ZNF846 (0.92, + [+,+]), ZNF548 (0.87, - [+,-]), KLF1 (0.79, - [+,-]), ZNF770 (0.77, - [+,-]), ZNF441 (0.71, - [+,-]), 
C1QL2	chr12	11972253	chr12	11872562	11873063	1	SALL2 (0.81, - [+,-]), FOXI3 (0.77, + [+,+]), ZNF398 (0.75, + [+,+]), 
NXPH2	chr12	25853843	chr12	25567513	25568014	0.9058	ZNF398 (1.00, - [+,-]), ZNF823 (0.98, + [+,+]), VEZF1 (0.97, + [+,+]), 
NXPH2	chr12	25853843	chr12	25579963	25580464	0.917	ZNF557 (0.96, - [+,-]), ZFP28 (0.94, + [+,+]), ZNF770 (0.92, + [+,+]), ZNF22 (0.86, + [+,+]), 
NXPH2	chr12	25853843	chr12	25794242	25794743	0.9998	ZNF774 (0.99, + [+,+]), ZNF37A (0.95, + [+,+]), ZNF202 (0.87, + [+,+]), ZNF441 (0.84, - [+,-]), 
NXPH2	chr12	25853843	chr12	25816362	25816863	0.9752	LYL1 (1.00, - [+,-]), ZNF557 (0.98, + [+,+]), ZNF124 (0.86, - [+,-]), OSR2 (0.85, + [+,+]), 
