Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
EPB41L5	chr12	11088033	chr12	10928340	10928841	0.7866	CTCF (0.93, - [+,-]), PRDM6 (0.78, + [+,+]), CTCFL (0.77, + [+,+]), ZNF557 (0.75, + [+,+]), 
EPB41L5	chr12	11088033	chr12	11093767	11094268	0.9658	ZNF441 (0.77, - [+,-]), 
RAPH1	chr12	90891351	chr12	90935064	90935565	0.8682	WT1 (0.84, + [+,+]), ZNF394 (0.81, + [+,+]), ZNF770 (0.79, - [+,-]), VEZF1 (0.78, - [+,-]), SP7 (0.71, + [+,+]), KLF10 (0.71, + [+,+]), 
NRP2	chr12	93090505	chr12	93090337	93090838	0.9812	VEZF1 (0.95, + [+,+]), ZNF304 (0.87, - [+,-]), KLF9 (0.85, - [+,-]), ZNF596 (0.79, - [+,-]), ZFP57 (0.79, + [+,+]), 
NRP2	chr12	93090505	chr12	93093839	93094340	0.7746	ZNF304 (1.00, - [+,-]), ZBTB7A (1.00, - [+,-]), ZNF263 (1.00, + [+,+]), ZNF786 (1.00, + [+,+]), KLF1 (0.98, + [+,+]), SALL2 (0.98, + [+,+]), MAZ (0.98, + [+,+]), KLF11 (0.98, - [+,-]), ZNF132 (0.96, - [+,-]), ZNF180 (0.89, - [+,-]), ZNF467 (0.87, + [+,+]), ZNF354C (0.82, - [+,-]), ZNF596 (0.81, - [+,-]), KLF2 (0.79, + [+,+]), ZNF398 (0.78, - [+,-]), ZNF484 (0.75, + [+,+]), 
NRP2	chr12	93090505	chr12	93130025	93130526	0.961	ZNF823 (0.97, - [+,-]), ZNF467 (0.97, - [+,-]), ZNF341 (0.83, - [+,-]), ZNF557 (0.76, - [+,-]), ZNF596 (0.74, - [+,-]), 
ITM2C	chr12	118286997	chr12	118302099	118302600	0.715	ZNF557 (0.98, + [+,+]), ZNF169 (0.97, + [+,+]), ZNF23 (0.94, + [+,+]), ZNF548 (0.90, + [+,+]), ZNF484 (0.87, - [+,-]), 
PTMA	chr12	119134646	chr12	119065364	119065865	0.8856	KLF13 (0.75, + [-,-]), 
IQCA1	chr12	123896571	chr12	124036015	124036516	0.7272	ZNF180 (0.98, - [-,+]), ZNF774 (0.91, - [-,+]), ZNF766 (0.84, - [-,+]), 
HDAC4	chr12	126800488	chr12	126895560	126896061	0.8452	KLF15 (0.95, - [-,+]), ZNF557 (0.88, - [-,+]), ZNF786 (0.82, - [-,+]), 
KIF1A	chr12	128139842	chr12	128151756	128152257	0.7826	GTF2I (1.00, + [-,-]), ZNF557 (0.92, - [-,+]), ZNF860 (0.90, - [-,+]), 
STPG4	chr13	61650671	chr13	61614128	61614629	0.8082	MAZ (0.92, - [-,+]), ZNF823 (0.88, + [-,-]), ZNF124 (0.86, - [-,+]), VEZF1 (0.78, - [-,+]), ZNF530 (0.78, + [-,-]), 
RHOQ	chr13	62254635	chr13	62254517	62255018	0.9518	ZNF770 (0.80, - [+,-]), ZNF180 (0.75, - [+,-]), ZNF23 (0.74, - [+,-]), ZNF658 (0.73, - [+,-]), 
CAMKMT	chr13	64420697	chr13	64522644	64523145	0.8262	ZNF557 (0.98, - [-,+]), 
VIT	chr13	72235125	chr13	72339061	72339562	0.9306	BCL11A (0.97, - [-,+]), ZNF71 (0.97, + [-,-]), ZNF169 (0.90, - [-,+]), 
PYGM	chr14	9782968	chr14	9935521	9936022	0.7912	ZNF71 (0.98, - [-,+]), KLF1 (0.91, + [-,-]), ZBTB7C (0.83, - [-,+]), BCL11A (0.76, + [-,-]), ZNF613 (0.73, - [-,+]), ZNF384 (0.71, - [-,+]), SP7 (0.70, + [-,-]), 
CRY2	chr14	19929549	chr14	19535565	19536066	0.7258	ZNF354C (1.00, - [+,-]), SALL2 (1.00, - [+,-]), WT1 (1.00, - [+,-]), ZNF77 (1.00, + [+,+]), ETS2 (0.99, + [+,+]), ZNF467 (0.99, - [+,-]), ZNF169 (0.98, + [+,+]), ZNF398 (0.94, + [+,+]), ZNF770 (0.94, + [+,+]), KLF10 (0.88, + [+,+]), ZNF180 (0.87, + [+,+]), ZNF132 (0.83, - [+,-]), ZNF444 (0.79, + [+,+]), ZNF71 (0.73, + [+,+]), 
CHST1	chr14	20102725	chr14	20336722	20337223	0.837	LYL1 (0.92, - [+,-]), PRDM6 (0.85, + [+,+]), ZFP14 (0.77, + [+,+]), 
C14H11orf96	chr14	21809053	chr14	21808488	21808989	0.998	MAZ (0.99, + [+,+]), ZNF823 (0.98, - [+,-]), VEZF1 (0.86, - [+,-]), ZNF23 (0.72, - [+,-]), 
ABCC8	chr14	48161088	chr14	48160762	48161263	0.889	ZNF283 (1.00, + [+,+]), ZNF441 (1.00, + [+,+]), ZFP64 (1.00, + [+,+]), ZNF398 (1.00, - [+,-]), KLF4 (0.98, + [+,+]), ZNF530 (0.98, + [+,+]), ZNF682 (0.97, + [+,+]), ZNF304 (0.97, - [+,-]), ZNF467 (0.96, + [+,+]), WT1 (0.94, + [+,+]), KLF1 (0.94, + [+,+]), ZNF267 (0.93, + [+,+]), ZNF846 (0.80, + [+,+]), ZNF513 (0.76, + [+,+]), ZNF543 (0.70, + [+,+]), 
ABCC8	chr14	48161088	chr14	48248634	48249135	1	CTCFL (0.87, + [+,+]), ZNF571 (0.85, - [+,-]), KLF10 (0.85, + [+,+]), SP2 (0.84, - [+,-]), VEZF1 (0.79, - [+,-]), KLF13 (0.78, + [+,+]), KLF9 (0.77, + [+,+]), ZNF484 (0.77, - [+,-]), KLF15 (0.75, + [+,+]), MAZ (0.72, - [+,-]), SP7 (0.71, + [+,+]), 
HIKESHI	chr14	79539889	chr14	79897235	79897736	0.9914	SP1 (1.00, - [+,-]), KLF10 (1.00, + [+,+]), ZNF169 (0.99, + [+,+]), KLF9 (0.99, + [+,+]), KLF15 (0.99, + [+,+]), ZNF180 (0.99, + [+,+]), ZNF557 (0.99, + [+,+]), KLF13 (0.98, + [+,+]), ZNF283 (0.87, + [+,+]), SP8 (0.84, + [+,+]), ZNF441 (0.82, - [+,-]), ZFX (0.76, - [+,-]), SP7 (0.76, + [+,+]), ZSCAN22 (0.70, + [+,+]), 
TNC	chr15	27729321	chr15	27702281	27702782	0.9996	KLF16 (1.00, - [+,-]), ZNF467 (0.92, - [+,-]), ZFP57 (0.87, - [+,-]), SP7 (0.83, - [+,-]), ZNF566 (0.80, - [+,-]), ZNF398 (0.79, + [+,+]), WT1 (0.77, - [+,-]), ZNF304 (0.72, - [+,-]), 
C9orf72	chr15	56181733	chr15	56226026	56226527	0.9098	CTCFL (1.00, + [+,+]), ZNF311 (0.75, + [+,+]), ZBTB7C (0.72, - [+,-]), 
KANK1	chr15	83144563	chr15	83100136	83100637	0.7038	ZNF557 (0.87, - [-,+]), ZNF846 (0.80, - [-,+]), 
KLF9	chr15	85830217	chr15	85808372	85808873	0.9352	SALL2 (1.00, - [+,-]), ZNF786 (0.98, + [+,+]), 
KLF9	chr15	85830217	chr15	85887729	85888230	0.9306	ZNF557 (0.98, + [+,+]), TAL1 (0.98, - [+,-]), ZNF770 (0.86, + [+,+]), 
NINJ1	chr15	108098573	chr15	108264819	108265320	0.9912	ZNF557 (0.98, + [+,+]), ZFP28 (0.96, + [+,+]), ZNF181 (0.92, - [+,-]), ZNF384 (0.86, - [+,-]), STAT2 (0.84, - [+,-]), GTF3A (0.77, - [+,-]), ZSCAN30 (0.75, - [+,-]), ZNF182 (0.72, + [+,+]), 
SLC43A2	chr16	1486989	chr16	1487740	1488241	1	ZNF304 (0.78, + [+,+]), ZNF441 (0.75, + [+,+]), ZNF84 (0.75, + [+,+]), ZNF281 (0.71, - [+,-]), ZNF132 (0.71, + [+,+]), 
SLC43A2	chr16	1486989	chr16	1486749	1487250	0.911	ZFP57 (0.89, - [+,-]), SALL2 (0.86, + [+,+]), DNMT1 (0.78, - [+,-]), 
ZSWIM7	chr16	16398381	chr16	16431670	16432171	0.823	ZNF121 (0.72, + [+,+]), 
ULK2	chr16	19348000	chr16	19457787	19458288	0.8446	ZNF770 (1.00, + [+,+]), ZNF354C (0.98, - [+,-]), ZNF124 (0.98, + [+,+]), ZNF169 (0.96, + [+,+]), 
RNF43	chr16	38382428	chr16	38380597	38381098	0.9836	ZNF596 (0.79, - [+,-]), ZNF281 (0.78, - [+,-]), VEZF1 (0.75, - [+,-]), ZNF658 (0.74, - [+,-]), ZNF37A (0.71, - [+,-]), 
HSF5	chr16	38317197	chr16	38646397	38646898	0.7636	ZNF786 (0.99, - [-,+]), STAT2 (0.99, + [-,-]), ZNF776 (0.96, - [-,+]), ZNF354C (0.91, + [-,-]), ZNF770 (0.82, + [-,-]), ZNF557 (0.81, + [-,-]), 
LUC7L3	chr16	46067519	chr16	46159047	46159548	0.7034	KLF11 (1.00, + [-,-]), ZNF267 (1.00, + [-,-]), ZNF132 (1.00, + [-,-]), KLF2 (1.00, - [-,+]), RBAK (0.99, + [-,-]), ZNF219 (0.99, + [-,-]), ZNF37A (0.95, - [-,+]), ZNF444 (0.94, - [-,+]), ZBTB17 (0.94, - [-,+]), ZNF304 (0.87, + [-,-]), ZNF169 (0.81, - [-,+]), MAZ (0.74, - [-,+]), 
CACNG4	chr16	63338920	chr16	63324640	63325141	0.9844	ZNF354C (1.00, - [+,-]), ZNF770 (1.00, + [+,+]), VEZF1 (0.98, - [+,-]), ZNF169 (0.96, + [+,+]), ZNF180 (0.88, + [+,+]), 
GRIN2C	chr16	71194820	chr16	71180947	71181448	0.9614	ZNF283 (0.81, - [+,-]), KLF11 (0.79, - [+,-]), ZFX (0.77, + [+,+]), ZNF341 (0.76, - [+,-]), ZNF304 (0.76, + [+,+]), ZFP69B (0.74, + [+,+]), 
EIF4A3	chr16	76476848	chr16	76534253	76534754	0.7284	GTF2I (0.99, - [-,+]), ZNF557 (0.95, + [-,-]), ZNF823 (0.94, - [-,+]), ZNF398 (0.81, - [-,+]), 
MRO	chr18	31564283	chr18	31392004	31392505	0.7224	ZNF304 (0.87, + [+,+]), ZNF571 (0.77, - [+,-]), ZNF283 (0.70, - [+,-]), 
SETBP1	chr18	37753831	chr18	37643995	37644496	0.8	ZNF596 (0.98, + [+,+]), ZNF557 (0.89, + [+,+]), ZNF774 (0.89, + [+,+]), ZNF823 (0.81, + [+,+]), ZNF527 (0.78, - [+,-]), 
CDH2	chr18	54264831	chr18	54303833	54304334	0.8328	ZFP14 (1.00, - [+,-]), 
OLFM2	chr19	9663466	chr19	9626790	9627291	0.8296	ZNF846 (1.00, - [-,+]), ZNF84 (0.99, + [-,-]), ZFP28 (0.99, - [-,+]), ZNF557 (0.99, - [-,+]), ZNF774 (0.98, - [-,+]), 
OLFM2	chr19	9663466	chr19	9638568	9639069	0.7378	ZNF770 (1.00, - [-,+]), MAZ (1.00, - [-,+]), SP7 (1.00, - [-,+]), ZNF121 (0.97, + [-,-]), ZNF444 (0.92, - [-,+]), ZNF398 (0.80, + [-,-]), 
LDLR	chr19	10851911	chr19	10852595	10853096	0.9942	ZNF341 (0.78, + [+,+]), ZSCAN22 (0.78, - [+,-]), ZNF774 (0.76, - [+,-]), ZNF658 (0.74, - [+,-]), ZNF180 (0.73, - [+,-]), ZNF770 (0.73, - [+,-]), ZNF311 (0.72, - [+,-]), 
LGI4	chr19	34562339	chr19	34690558	34691059	0.7404	ZNF658 (1.00, + [+,+]), ETS2 (0.99, + [+,+]), ZNF354C (0.99, - [+,-]), ZNF169 (0.99, + [+,+]), ZNF202 (0.96, + [+,+]), ZNF846 (0.93, - [+,-]), ZNF263 (0.85, + [+,+]), 
IGFL4	chr19	46152689	chr19	46117155	46117656	0.801	SP1 (0.98, - [-,+]), KLF10 (0.87, - [-,+]), KLF5 (0.85, - [-,+]), KLF1 (0.83, - [-,+]), ZNF557 (0.80, - [-,+]), WT1 (0.77, - [-,+]), ZBTB7C (0.76, + [-,-]), KLF9 (0.73, - [-,+]), ZNF283 (0.72, - [-,+]), KLF4 (0.71, - [-,+]), ZNF658 (0.70, - [-,+]), 
DBP	chr19	48629776	chr19	48688134	48688635	0.8444	ZNF341 (1.00, + [-,-]), KLF11 (1.00, + [-,-]), MAZ (1.00, - [-,+]), RBAK (1.00, + [-,-]), ZNF398 (1.00, - [-,+]), ZNF766 (0.96, + [-,-]), SALL2 (0.90, + [-,-]), ZNF132 (0.90, + [-,-]), 
PLOD2	chr2	48322002	chr2	48321648	48322149	0.8644	ZBTB7C (0.72, - [+,-]), ZFP57 (0.70, - [+,-]), 
PLOD2	chr2	48322002	chr2	48322396	48322897	0.942	ZFP57 (0.87, + [+,+]), 
PLSCR4	chr2	48420206	chr2	48667461	48667962	0.855	ZNF169 (0.98, + [+,+]), ZNF354C (0.97, + [+,+]), ZNF557 (0.87, + [+,+]), ZNF613 (0.79, + [+,+]), 
KCNMB2	chr2	83939793	chr2	83912599	83913100	0.928	RREB1 (0.85, - [-,+]), 
KLHL18	chr2	103284653	chr2	103367351	103367852	0.8602	ZNF121 (0.97, + [+,+]), ZNF596 (0.72, - [+,-]), ZNF384 (0.71, + [+,+]), 
IL17RB	chr2	110036536	chr2	110072886	110073387	0.826	KLF10 (0.96, - [-,+]), ZNF566 (0.89, + [-,-]), ZNF823 (0.81, - [-,+]), ZNF132 (0.81, - [-,+]), ZNF219 (0.79, - [-,+]), MAZ (0.77, + [-,-]), VEZF1 (0.77, - [-,+]), ZNF180 (0.72, - [-,+]), 
TAFA4	chr2	125075641	chr2	125075468	125075969	1	ZNF530 (0.88, + [+,+]), VEZF1 (0.77, - [+,-]), 
FOXP1	chr2	127663857	chr2	127665779	127666280	0.8414	GTF2I (0.88, - [+,-]), ZNF571 (0.85, + [+,+]), ZNF846 (0.83, + [+,+]), ZNF180 (0.79, - [+,-]), 
HRH1	chr2	142564439	chr2	142566096	142566597	0.9304	ZNF180 (0.73, + [+,+]), ZNF202 (0.73, + [+,+]), 
ARL13B	chr2	181862349	chr2	181868883	181869384	0.8464	ZNF571 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), GTF3A (1.00, - [+,-]), ZNF281 (1.00, + [+,+]), BCL11A (1.00, + [+,+]), ZNF180 (1.00, + [+,+]), MAZ (0.97, - [+,-]), ZNF543 (0.97, + [+,+]), ZNF770 (0.95, + [+,+]), ZNF304 (0.95, - [+,-]), WT1 (0.94, + [+,+]), ZNF823 (0.90, + [+,+]), ZNF484 (0.90, - [+,-]), ZNF124 (0.79, + [+,+]), SP5 (0.77, + [+,+]), 
ZNF75A	chr20	3358890	chr20	3271012	3271513	0.817	KLF16 (0.86, - [+,-]), KLF10 (0.76, - [+,-]), SP2 (0.76, + [+,+]), ZNF169 (0.75, - [+,-]), KLF15 (0.75, - [+,-]), KLF13 (0.75, - [+,-]), KLF9 (0.74, - [+,-]), ZNF596 (0.73, - [+,-]), ZNF205 (0.71, - [+,-]), ZFY (0.71, - [+,-]), SP8 (0.70, - [+,-]), 
ZNF75A	chr20	3358890	chr20	3320295	3320796	0.9228	ZNF543 (0.72, - [+,-]), ZNF823 (0.72, - [+,-]), ZNF132 (0.71, - [+,-]), 
VASN	chr20	4437002	chr20	4329412	4329913	1	KLF10 (0.87, + [-,-]), SP2 (0.81, - [-,+]), WT1 (0.80, + [-,-]), VEZF1 (0.76, - [-,+]), 
VASN	chr20	4437002	chr20	4382494	4382995	1	ZFP64 (0.76, + [-,-]), ZNF23 (0.74, + [-,-]), ZNF846 (0.72, - [-,+]), 
VASN	chr20	4437002	chr20	4393186	4393687	1	ZFP14 (0.96, - [+,-]), PATZ1 (0.77, + [+,+]), ZNF180 (0.75, + [+,+]), ZNF23 (0.73, + [+,+]), 
LOC109910387	chr20	29812144	chr20	29829032	29829533	0.772	ZNF846 (0.99, + [+,+]), MAZ (0.85, + [+,+]), MZF1 (0.75, - [+,-]), 
LOC114674534	chr20	29816370	chr20	29829032	29829533	0.8294	ZNF846 (0.99, + [+,+]), MAZ (0.85, + [+,+]), MZF1 (0.75, - [+,-]), 
LOC709451	chr20	43894654	chr20	43825519	43826020	1	VEZF1 (0.74, - [+,-]), ZNF124 (0.73, - [+,-]), ZNF484 (0.73, - [+,-]), 
MT1X	chr20	43923174	chr20	43825519	43826020	0.8366	VEZF1 (0.74, - [+,-]), ZNF124 (0.73, - [+,-]), ZNF484 (0.73, - [+,-]), 
PHLPP2	chr20	59807680	chr20	59702349	59702850	0.7838	ZNF77 (0.98, + [+,+]), ZNF169 (0.93, + [+,+]), 
MEAK7	chr20	71505536	chr20	71711902	71712403	0.8572	ZNF205 (0.86, + [-,-]), VEZF1 (0.82, - [-,+]), 
PFKL	chr3	2424871	chr3	2542863	2543364	0.8562	ZNF202 (1.00, + [+,+]), ZNF682 (1.00, + [+,+]), ZNF658 (0.98, + [+,+]), ZNF860 (0.97, + [+,+]), ZBTB17 (0.95, + [+,+]), ZNF180 (0.94, + [+,+]), ZNF281 (0.83, + [+,+]), ZFY (0.76, + [+,+]), 
NRIP1	chr3	31803530	chr3	31744710	31745211	0.7974	ZNF341 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), ZNF169 (0.90, + [+,+]), BCL11A (0.83, + [+,+]), ZNF436 (0.77, + [+,+]), 
LFNG	chr3	35646376	chr3	35830919	35831420	0.9782	RBAK (0.95, - [+,-]), TCF12 (0.77, - [+,-]), 
AGFG2	chr3	42619704	chr3	42666262	42666763	0.8584	ZNF571 (0.87, + [-,-]), KLF1 (0.86, + [-,-]), ZNF557 (0.72, - [-,+]), ZNF169 (0.72, - [-,+]), KLF9 (0.70, - [-,+]), 
EGFR	chr3	60253843	chr3	60253872	60254373	0.8922	ZSCAN30 (0.97, - [+,-]), ZFX (0.96, - [+,-]), ZNF37A (0.81, + [+,+]), ZNF484 (0.81, - [+,-]), ZNF658 (0.80, + [+,+]), ZNF202 (0.79, + [+,+]), ZNF180 (0.78, + [+,+]), ZNF571 (0.70, - [+,-]), 
OGDH	chr3	70611915	chr3	70541715	70542216	0.7388	ZNF354C (1.00, - [+,-]), ZNF557 (0.98, - [+,-]), ZNF770 (0.98, - [+,-]), 
PURB	chr3	70333620	chr3	70541715	70542216	0.833	ZNF354C (1.00, + [-,-]), ZNF557 (0.98, + [-,-]), ZNF770 (0.98, + [-,-]), 
OGDH	chr3	70611915	chr3	70580308	70580809	0.8282	ZSCAN22 (0.96, + [+,+]), IRF2 (0.96, + [+,+]), ZNF202 (0.75, + [+,+]), ZNF846 (0.73, - [+,-]), ZNF169 (0.70, + [+,+]), 
DPY19L1	chr3	79889624	chr3	79820066	79820567	0.7618	ZNF786 (1.00, - [+,-]), ZNF384 (1.00, - [+,-]), ZNF169 (0.75, + [+,+]), 
ZNRF2	chr3	84815603	chr3	84666639	84667140	0.745	SALL2 (0.81, - [+,-]), ZNF37A (0.73, + [+,+]), 
ZNRF2	chr3	84815603	chr3	84824476	84824977	0.7482	ZNF169 (0.88, + [+,+]), 
SGCE	chr3	111475441	chr3	111510983	111511484	0.7058	ZNF84 (0.96, + [-,-]), LYL1 (0.91, - [-,+]), 
GRM3	chr3	119494370	chr3	119304027	119304528	0.7128	ZFP28 (1.00, + [+,+]), ZNF84 (1.00, - [+,-]), ZNF557 (0.96, + [+,+]), 
LHFPL3	chr3	130622098	chr3	130532636	130533137	0.748	ZSCAN30 (1.00, - [+,-]), ZNF205 (1.00, + [+,+]), ZNF846 (0.92, - [+,-]), 
CDHR3	chr3	132288856	chr3	132246797	132247298	0.76	ZNF182 (0.80, + [+,+]), ZNF513 (0.78, + [+,+]), STAT2 (0.78, + [+,+]), 
NRCAM	chr3	134776245	chr3	134781614	134782115	0.7894	ZNF354C (1.00, - [+,-]), 
SND1	chr3	154121259	chr3	154147400	154147901	0.8516	STAT2 (0.95, + [+,+]), ZNF613 (0.85, - [+,-]), 
THBS2	chr4	1374948	chr4	1499943	1500444	0.997	ZNF444 (0.88, + [+,+]), ZNF169 (0.77, + [+,+]), ZNF281 (0.76, + [+,+]), 
FYN	chr4	15507529	chr4	15362644	15363145	0.7388	ZNF566 (0.87, + [+,+]), 
MOXD1	chr4	35957266	chr4	35956114	35956615	1	VEZF1 (0.86, - [+,-]), ZNF341 (0.77, - [+,-]), ZNF566 (0.75, + [+,+]), ZFX (0.73, - [+,-]), 
PM20D2	chr4	84262917	chr4	84262337	84262838	0.9998	ZNF571 (0.99, - [+,-]), ZBTB7C (0.99, - [+,-]), ZFX (0.94, - [+,-]), KLF9 (0.89, + [+,+]), ZNF596 (0.88, + [+,+]), ZNF180 (0.80, + [+,+]), ZNF543 (0.80, + [+,+]), ZNF202 (0.78, + [+,+]), 
PM20D2	chr4	84262917	chr4	84361993	84362494	0.903	ZNF557 (0.98, + [+,+]), ZNF169 (0.95, + [+,+]), ZNF658 (0.95, + [+,+]), ZNF530 (0.84, - [+,-]), ETS2 (0.82, + [+,+]), 
TMEM151B	chr4	125058975	chr4	125175435	125175936	0.7506	ZNF786 (0.87, + [-,-]), ZNF571 (0.84, + [-,-]), ZSCAN30 (0.83, + [-,-]), KLF9 (0.70, - [-,+]), 
LRFN2	chr4	128818186	chr4	129054677	129055178	0.8406	ZSCAN30 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), TAL1 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), KLF4 (1.00, + [+,+]), ZNF311 (0.97, + [+,+]), KLF5 (0.93, + [+,+]), 
DAAM2	chr4	129540598	chr4	130002257	130002758	0.8366	VEZF1 (0.90, - [+,-]), ZNF786 (0.74, + [+,+]), 
C4H6orf89	chr4	132558185	chr4	132557957	132558458	0.9406	CTCF (0.81, + [+,+]), ZNF596 (0.75, - [+,-]), ZNF169 (0.75, - [+,-]), ZNF770 (0.75, - [+,-]), ZNF180 (0.75, - [+,-]), SALL4 (0.73, + [+,+]), ZBTB17 (0.71, + [+,+]), 
NUDT3	chr4	135060938	chr4	135138067	135138568	0.9698	STAT2 (0.82, + [+,+]), ZNF770 (0.72, - [+,-]), 
DDR1	chr4	139039101	chr4	139171174	139171675	0.8346	VEZF1 (0.99, + [-,-]), MAZ (0.72, - [-,+]), RBAK (0.70, + [-,-]), 
ATXN1	chr4	153384673	chr4	153231771	153232272	0.713	ZNF613 (0.73, - [+,-]), 
GABRA2	chr5	45725349	chr5	46398075	46398576	0.739	VEZF1 (1.00, - [-,+]), ZNF169 (0.80, - [-,+]), ZNF281 (0.71, - [-,+]), MZF1 (0.71, - [-,+]), 
