Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
ZNF536	chr19	29658736	chr19	29886276	29886777	0.7174	STAT2 (1.00, - [+,-]), VEZF1 (0.99, + [+,+]), TCF12 (0.98, + [+,+]), ZBTB17 (0.95, + [+,+]), ARID3A (0.94, + [+,+]), ZNF613 (0.93, - [+,-]), ZNF71 (0.91, + [+,+]), ZNF467 (0.81, - [+,-]), 
EPHB1	chr2	37002669	chr2	37139819	37140320	0.931	TCF12 (0.77, - [+,-]), ZNF557 (0.74, - [+,-]), 
GAP43	chr2	160644116	chr2	160752872	160753373	0.9178	CTCF (1.00, + [+,+]), PRDM6 (0.97, + [+,+]), VEZF1 (0.96, + [+,+]), ZNF444 (0.92, - [+,-]), ZBTB17 (0.82, + [+,+]), ZNF311 (0.80, - [+,-]), ZNF189 (0.79, - [+,-]), ZNF527 (0.79, - [+,-]), LYL1 (0.76, + [+,+]), 
SOX8	chr20	990044	chr20	848017	848518	0.8644	ZFX (0.88, + [+,+]), ZNF30 (0.87, + [+,+]), ZNF394 (0.86, + [+,+]), ZNF543 (0.79, - [+,-]), 
SOX8	chr20	990044	chr20	978709	979210	0.8542	KLF7 (1.00, - [+,-]), SP1 (1.00, + [+,+]), ZNF543 (0.99, - [+,-]), SP7 (0.87, + [+,+]), ZNF394 (0.83, + [+,+]), ZNF846 (0.79, + [+,+]), ZNF202 (0.77, - [+,-]), SP2 (0.76, - [+,-]), ZNF441 (0.74, - [+,-]), 
SRRM2	chr20	3040496	chr20	2816161	2816662	0.8196	ZNF22 (0.99, - [+,-]), STAT2 (0.98, + [+,+]), ZNF613 (0.96, + [+,+]), GTF2I (0.96, + [+,+]), KLF2 (0.96, + [+,+]), VEZF1 (0.93, - [+,-]), ZNF846 (0.89, - [+,-]), ZNF774 (0.87, + [+,+]), ZNF341 (0.85, + [+,+]), ZNF182 (0.80, - [+,-]), ZNF557 (0.77, - [+,-]), 
CPPED1	chr20	12747377	chr20	12747192	12747693	0.7822	ZNF682 (0.75, - [-,+]), 
EEF2K	chr20	20445542	chr20	20480582	20481083	0.8104	PRDM9 (1.00, + [+,+]), ZNF786 (1.00, + [+,+]), ZNF467 (0.95, - [+,-]), PRDM6 (0.86, - [+,-]), ZNF770 (0.85, - [+,-]), ZNF860 (0.71, + [+,+]), 
LOC114674534	chr20	29816370	chr20	29828315	29828816	0.7746	ZNF84 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), ZNF182 (1.00, - [+,-]), ZNF22 (0.94, + [+,+]), 
LOC114674534	chr20	29816370	chr20	29834610	29835111	0.7568	ZNF571 (0.96, + [+,+]), IRX6 (0.96, + [+,+]), ZFY (0.88, + [+,+]), ZNF658 (0.85, + [+,+]), ZNF71 (0.83, + [+,+]), ZNF182 (0.79, + [+,+]), ZNF770 (0.77, + [+,+]), ZNF84 (0.73, - [+,-]), PRDM6 (0.71, + [+,+]), 
LOC114674534	chr20	29816370	chr20	29837143	29837644	0.8066	BCL11A (0.79, + [+,+]), 
FZD9	chr3	45776133	chr3	45689580	45690081	0.9984	ZNF202 (0.74, + [+,+]), 
FZD9	chr3	45776133	chr3	45706321	45706822	1	ZNF566 (0.90, - [+,-]), ZNF658 (0.79, - [+,-]), 
KCNQ5	chr4	100309162	chr4	100308868	100309369	1	ZNF304 (1.00, - [+,-]), DNMT1 (0.99, - [+,-]), SP7 (0.93, - [+,-]), ZNF77 (0.89, + [+,+]), ZNF596 (0.78, + [+,+]), ZNF30 (0.77, - [+,-]), 
RGS12	chr5	3406923	chr5	3295030	3295531	0.701	TAL1 (0.96, + [+,+]), 
SEL1L3	chr5	24828310	chr5	24921281	24921782	0.7856	LYL1 (1.00, - [+,-]), ZNF169 (0.91, - [+,-]), 
INPP4B	chr5	140335968	chr5	140721269	140721770	0.9276	ARID3A (1.00, + [+,+]), ZNF267 (1.00, - [+,-]), ZNF219 (0.91, + [+,+]), ZNF571 (0.90, + [+,+]), ZNF557 (0.86, - [+,-]), PRDM9 (0.83, - [+,-]), ZNF311 (0.81, - [+,-]), ZNF548 (0.77, + [+,+]), 
MAP3K1	chr6	55104684	chr6	54806627	54807128	0.986	SP1 (1.00, - [+,-]), KLF9 (0.95, - [+,-]), ZNF219 (0.91, + [+,+]), ZNF394 (0.86, - [+,-]), SP9 (0.84, + [+,+]), ZNF548 (0.82, - [+,-]), KLF4 (0.81, - [+,-]), KLF13 (0.77, - [+,-]), ZNF341 (0.73, + [+,+]), KLF15 (0.72, - [+,-]), 
RHOBTB3	chr6	92580550	chr6	92580955	92581456	0.7364	ZNF84 (1.00, - [+,-]), ZSCAN22 (0.99, + [+,+]), ARID3A (0.86, - [+,-]), ZNF22 (0.86, + [+,+]), ZNF281 (0.86, + [+,+]), ZNF341 (0.82, - [+,-]), ZBTB17 (0.81, + [+,+]), STAT2 (0.73, + [+,+]), 
PRR16	chr6	118077880	chr6	118250594	118251095	0.9798	MZF1 (0.83, - [+,-]), ZNF484 (0.71, + [+,+]), 
NSG2	chr6	171381932	chr6	171010022	171010523	0.9932	ZNF543 (0.77, - [-,+]), ZNF202 (0.76, - [-,+]), SP7 (0.73, + [-,-]), 
OTUD7A	chr7	6425397	chr7	6318215	6318716	0.7244	DNMT1 (0.99, + [+,+]), ZNF37A (0.98, - [+,-]), ZNF22 (0.87, - [+,-]), ZNF182 (0.79, + [+,+]), CTCFL (0.75, - [+,-]), 
MINDY2	chr7	35159072	chr7	34928432	34928933	0.886	ZNF571 (1.00, + [+,+]), ZNF132 (0.97, + [+,+]), ZNF557 (0.93, + [+,+]), ZNF566 (0.82, + [+,+]), ZFP64 (0.71, + [+,+]), 
HIF1A	chr7	123769049	chr7	123915495	123915996	0.7862	ZNF37A (1.00, - [+,-]), MAZ (1.00, - [+,-]), ZNF444 (1.00, + [+,+]), PRDM6 (0.99, - [+,-]), ARID3A (0.99, - [+,-]), MZF1 (0.98, + [+,+]), LYL1 (0.98, + [+,+]), 
VXN	chr8	67140495	chr8	67152924	67153425	0.862	ZNF467 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), ZNF770 (0.99, - [+,-]), ZNF557 (0.99, - [+,-]), VEZF1 (0.99, + [+,+]), ZNF202 (0.86, + [+,+]), 
VXN	chr8	67140495	chr8	67162656	67163157	0.9148	SP2 (1.00, - [+,-]), ZNF596 (1.00, - [+,-]), ZNF219 (0.96, + [+,+]), KLF2 (0.93, + [+,+]), ZNF770 (0.83, - [+,-]), ZNF823 (0.74, + [+,+]), 
SYBU	chr8	109841943	chr8	109841490	109841991	0.9448	ZNF132 (1.00, - [+,-]), SP9 (1.00, + [+,+]), DNMT1 (0.96, - [+,-]), ZNF846 (0.94, - [+,-]), ZSCAN30 (0.85, + [+,+]), ZNF202 (0.84, + [+,+]), ZNF341 (0.82, - [+,-]), MZF1 (0.79, - [+,-]), ZNF180 (0.71, + [+,+]), 
ASAP1	chr8	130737689	chr8	130571192	130571693	0.8254	KLF2 (1.00, - [-,+]), ZFP28 (0.92, - [-,+]), RREB1 (0.87, - [-,+]), 
CREM	chr9	36091283	chr9	36084316	36084817	0.8512	ZNF770 (1.00, - [+,-]), ZNF354C (0.96, + [+,+]), ZNF571 (0.93, - [+,-]), 
CREM	chr9	36091283	chr9	36180837	36181338	0.8846	ZNF571 (1.00, - [+,-]), ZNF770 (0.99, - [+,-]), ZNF774 (0.91, - [+,-]), 
