Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
MGME1	chr10	48536802	chr10	48837421	48837922	0.8365	ZNF770 (1.00, - [-,+]), HDX (1.00, + [-,-]), ZNF181 (1.00, + [-,-]), ZNF658 (0.98, + [-,-]), 
GPCPD1	chr10	60903143	chr10	60903090	60903591	0.9495	ZNF311 (0.75, - [+,-]), KLF16 (0.74, + [+,+]), ZNF436 (0.74, - [+,-]), 
PTPN1	chr10	85744466	chr10	85725990	85726491	0.845	ZNF71 (0.99, + [+,+]), ZNF121 (0.99, + [+,+]), ZNF22 (0.98, + [+,+]), ZNF613 (0.88, - [+,-]), 
CLEC7A	chr11	9579043	chr11	9610398	9610899	0.841	ZNF394 (0.85, + [+,+]), ZNF281 (0.81, + [+,+]), 
NCKAP1L	chr11	54113882	chr11	54179437	54179938	0.964	KLF10 (0.74, - [+,-]), SP1 (0.73, + [+,+]), ZNF823 (0.71, - [+,-]), 
RPL41	chr11	55676240	chr11	55794753	55795254	0.997	ZNF169 (0.82, - [+,-]), KLF9 (0.79, + [+,+]), ZNF846 (0.72, - [+,-]), KLF16 (0.70, + [+,+]), 
SELPLG	chr11	108251676	chr11	108432891	108433392	0.8625	ZNF354C (0.90, + [-,-]), ZNF189 (0.82, - [-,+]), ZNF22 (0.70, + [-,-]), 
TPCN1	chr11	112934548	chr11	113156306	113156807	0.715	ZNF846 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), SALL2 (0.99, - [+,-]), RREB1 (0.96, + [+,+]), ZSCAN30 (0.75, - [+,-]), 
P2RX4	chr11	121049228	chr11	121049281	121049782	0.834	KLF7 (0.82, + [+,+]), KLF5 (0.82, + [+,+]), ZFP14 (0.81, - [+,-]), KLF4 (0.81, + [+,+]), ZFP64 (0.80, - [+,-]), PRDM9 (0.76, + [+,+]), ZNF283 (0.75, + [+,+]), ZNF846 (0.75, - [+,-]), ZNF304 (0.75, + [+,+]), ZSCAN30 (0.75, + [+,+]), ZNF658 (0.74, + [+,+]), KLF1 (0.72, + [+,+]), E2F6 (0.72, - [+,-]), SP7 (0.70, + [+,+]), 
FAM168B	chr12	843653	chr12	718469	718970	0.774	ZNF180 (1.00, - [+,-]), ZNF571 (0.99, + [+,+]), ZNF543 (0.97, + [+,+]), ZNF311 (0.94, - [+,-]), ZSCAN22 (0.77, + [+,+]), 
CHRNA1	chr12	61862601	chr12	61943171	61943672	0.967	ZNF341 (1.00, + [+,+]), ZNF169 (0.99, + [+,+]), ZNF189 (0.96, + [+,+]), ZNF823 (0.94, - [+,-]), ZNF384 (0.90, + [+,+]), ZNF613 (0.85, + [+,+]), ZNF180 (0.81, + [+,+]), ZNF132 (0.73, - [+,-]), 
DNAJC10	chr12	69827053	chr12	69797580	69798081	0.8725	ZNF169 (0.80, - [+,-]), 
DNAJC10	chr12	69827053	chr12	69969138	69969639	0.856	ZNF543 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), ZNF180 (0.99, - [+,-]), ZNF566 (0.99, + [+,+]), ZNF182 (0.98, + [+,+]), PRDM9 (0.92, - [+,-]), ZNF311 (0.90, - [+,-]), VEZF1 (0.85, - [+,-]), ZNF467 (0.84, + [+,+]), ZNF30 (0.84, - [+,-]), ZNF768 (0.73, - [+,-]), 
AGAP1	chr12	122909648	chr12	122659228	122659729	0.8125	ZNF169 (0.99, + [+,+]), ZNF263 (0.99, + [+,+]), STAT2 (0.99, + [+,+]), ZNF189 (0.91, - [+,-]), ZBTB17 (0.75, + [+,+]), 
AGAP1	chr12	122909648	chr12	122954569	122955070	0.817	KLF1 (1.00, - [+,-]), ETS2 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), ZBTB17 (0.99, + [+,+]), VEZF1 (0.99, + [+,+]), ZNF71 (0.97, + [+,+]), RBAK (0.82, + [+,+]), DNMT1 (0.70, + [+,+]), 
RAMP1	chr12	125260375	chr12	125604545	125605046	0.9895	ZSCAN22 (0.91, + [-,-]), ZNF467 (0.80, + [-,-]), ZNF311 (0.80, - [-,+]), ZNF180 (0.80, - [-,+]), ZNF786 (0.79, + [-,-]), ZNF304 (0.79, - [-,+]), KLF10 (0.78, + [-,-]), ZNF548 (0.73, + [-,-]), KLF7 (0.70, - [-,+]), 
TBC1D8	chr13	4947288	chr13	5028201	5028702	0.893	ZNF596 (1.00, + [+,+]), ZNF770 (1.00, - [+,-]), ZFP28 (0.99, + [+,+]), ZNF181 (0.99, + [+,+]), ZNF384 (0.96, + [+,+]), ZNF394 (0.95, - [+,-]), STAT2 (0.94, + [+,+]), ZNF846 (0.85, - [+,-]), ZNF182 (0.83, - [+,-]), 
MERTK	chr13	15116699	chr13	15152689	15153190	0.7775	IRF2 (1.00, + [-,-]), ZNF71 (0.99, + [-,-]), STAT2 (0.97, - [-,+]), BCL11A (0.96, + [-,-]), ZFP28 (0.96, - [-,+]), ZNF124 (0.94, - [-,+]), 
IL1B	chr13	16011877	chr13	16140297	16140798	0.9895	MZF1 (1.00, - [+,-]), ZNF169 (0.92, - [+,-]), 
VRK2	chr13	50716602	chr13	50718484	50718985	0.8705	ZNF202 (0.77, - [+,-]), ZNF169 (0.72, - [+,-]), 
ZFP36L2	chr13	65562512	chr13	65562597	65563098	0.82	ZNF180 (0.78, + [+,+]), ZNF658 (0.71, + [+,+]), 
ZFP36L2	chr13	65562512	chr13	65682803	65683304	0.7525	KLF16 (0.96, - [+,-]), RREB1 (0.92, - [+,-]), ETS2 (0.86, + [+,+]), VEZF1 (0.79, - [+,-]), ZNF341 (0.76, - [+,-]), ZNF180 (0.71, - [+,-]), 
RPLP2	chr14	864023	chr14	635419	635920	0.819	ZFP64 (1.00, - [+,-]), MZF1 (1.00, - [+,-]), ZNF384 (0.97, + [+,+]), ZNF22 (0.93, + [+,+]), ZNF267 (0.87, + [+,+]), ZNF613 (0.80, - [+,-]), 
SLC3A2	chr14	11339816	chr14	11387819	11388320	0.8	KLF1 (0.87, + [+,+]), SALL2 (0.86, + [+,+]), ZNF169 (0.82, - [+,-]), 
FTH1	chr14	12157959	chr14	12146985	12147486	0.7945	ZNF786 (1.00, - [+,-]), ZNF530 (1.00, + [+,+]), ZNF467 (0.98, - [+,-]), ZNF23 (0.97, + [+,+]), ZNF557 (0.87, + [+,+]), RBAK (0.87, + [+,+]), ZNF658 (0.86, + [+,+]), ZNF267 (0.81, + [+,+]), 
PTPRJ	chr14	17771429	chr14	17625243	17625744	0.8285	ZFP28 (1.00, - [+,-]), ZNF566 (0.99, - [+,-]), ZSCAN30 (0.98, - [+,-]), PRDM9 (0.81, - [+,-]), 
PIK3C2A	chr14	48427686	chr14	48427352	48427853	0.9875	ZNF530 (0.82, - [+,-]), ZNF846 (0.80, - [+,-]), 
SLC36A4	chr14	86459898	chr14	86368593	86369094	0.735	ZNF823 (0.88, - [-,+]), ZNF77 (0.84, - [-,+]), PRDM6 (0.82, + [-,-]), MZF1 (0.81, - [-,+]), ZNF613 (0.71, - [-,+]), 
ZBTB16	chr14	107205927	chr14	107181188	107181689	0.9955	ZNF77 (1.00, - [+,-]), CTCF (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), ZSCAN30 (1.00, + [+,+]), SP2 (1.00, + [+,+]), ZNF846 (1.00, - [+,-]), ZFX (1.00, - [+,-]), ZNF283 (0.99, + [+,+]), ZNF354C (0.99, + [+,+]), ZNF527 (0.99, + [+,+]), ZNF219 (0.92, + [+,+]), ZIC2 (0.92, + [+,+]), ZNF23 (0.90, + [+,+]), 
UBE4A	chr14	111414712	chr14	111299587	111300088	0.829	ZNF26 (0.99, + [+,+]), 
SORL1	chr14	114500941	chr14	114572095	114572596	1	ZNF786 (0.84, + [+,+]), ZNF267 (0.74, - [+,-]), ZNF263 (0.72, - [+,-]), 
JAM3	chr14	126660985	chr14	126720169	126720670	0.8775	ZNF22 (0.97, - [+,-]), ZNF770 (0.82, + [+,+]), 
NFIB	chr15	69272292	chr15	69279236	69279737	0.928	ZNF776 (1.00, - [+,-]), KLF1 (0.98, + [+,+]), KLF5 (0.98, + [+,+]), ZNF30 (0.96, + [+,+]), KLF13 (0.93, + [+,+]), KLF9 (0.91, + [+,+]), ZFX (0.91, - [+,-]), KLF11 (0.89, + [+,+]), ZNF543 (0.88, + [+,+]), PRDM9 (0.86, + [+,+]), ZNF444 (0.85, - [+,-]), SP7 (0.83, + [+,+]), KLF15 (0.81, + [+,+]), ZNF770 (0.79, + [+,+]), DNMT1 (0.77, - [+,-]), KLF10 (0.76, - [+,-]), MAZ (0.73, + [+,+]), ZNF441 (0.72, - [+,-]), 
ROR2	chr15	106933162	chr15	106857722	106858223	0.75	ZNF613 (1.00, + [+,+]), ZNF182 (0.99, - [+,-]), ZNF441 (0.95, - [+,-]), ZNF571 (0.90, - [+,-]), IRF2 (0.85, - [+,-]), ZNF84 (0.80, - [+,-]), ZNF121 (0.78, + [+,+]), 
SPNS2	chr16	4318753	chr16	4311934	4312435	0.839	ZSCAN22 (1.00, - [+,-]), ZNF571 (1.00, - [+,-]), MZF1 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), PRDM9 (0.99, + [+,+]), ZNF219 (0.99, + [+,+]), ZNF169 (0.97, - [+,-]), VEZF1 (0.92, - [+,-]), ZFY (0.86, - [+,-]), ZNF823 (0.73, - [+,-]), TAL1 (0.72, + [+,+]), 
SPNS3	chr16	4249389	chr16	4311934	4312435	0.8495	ZSCAN22 (1.00, - [+,-]), ZNF571 (1.00, - [+,-]), MZF1 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), PRDM9 (0.99, + [+,+]), ZNF219 (0.99, + [+,+]), ZNF169 (0.97, - [+,-]), VEZF1 (0.92, - [+,-]), ZFY (0.86, - [+,-]), ZNF823 (0.73, - [+,-]), TAL1 (0.72, + [+,+]), 
PFN1	chr16	4795797	chr16	4936839	4937340	0.7145	KLF9 (1.00, - [-,+]), ZNF846 (0.97, + [-,-]), KLF10 (0.90, - [-,+]), ZNF571 (0.78, - [-,+]), ZNF311 (0.78, + [-,-]), ZNF169 (0.76, + [-,-]), ZNF543 (0.75, - [-,+]), KLF7 (0.71, - [-,+]), 
CALCOCO2	chr16	47960166	chr16	47847067	47847568	0.9315	KLF11 (0.79, - [-,+]), ZNF543 (0.77, - [-,+]), ZSCAN30 (0.76, - [-,+]), 
GNA13	chr16	61452261	chr16	61452214	61452715	0.917	ZNF770 (0.78, - [+,-]), ZNF180 (0.78, + [+,+]), ZNF311 (0.76, + [+,+]), ZNF304 (0.74, + [+,+]), ZNF658 (0.73, + [+,+]), ZNF398 (0.73, - [+,-]), ZNF37A (0.71, + [+,+]), ZNF394 (0.71, - [+,-]), STAT2 (0.70, + [+,+]), 
ACTG1	chr16	77855574	chr16	77865544	77866045	0.7885	KLF15 (1.00, - [+,-]), VEZF1 (0.99, + [+,+]), ZIC2 (0.99, - [+,-]), MZF1 (0.93, + [+,+]), KLF10 (0.92, + [+,+]), ZNF180 (0.83, - [+,-]), KLF16 (0.83, - [+,-]), ZNF132 (0.83, + [+,+]), DNMT1 (0.74, + [+,+]), ZNF770 (0.71, + [+,+]), 
GPC6	chr17	75019176	chr17	75018993	75019494	0.9555	ZNF30 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), MAZ (1.00, - [+,-]), VEZF1 (1.00, + [+,+]), ZNF267 (1.00, - [+,-]), ZNF484 (1.00, + [+,+]), ZNF71 (0.99, + [+,+]), ZBTB7A (0.98, - [+,-]), ZSCAN30 (0.95, + [+,+]), ZNF180 (0.94, - [+,-]), ZBTB17 (0.75, + [+,+]), 
TUBGCP3	chr17	93860972	chr17	93860056	93860557	0.8615	ZNF860 (0.96, + [+,+]), ZBTB7C (0.78, + [+,+]), ZNF202 (0.77, + [+,+]), PRDM9 (0.73, - [+,-]), ZNF263 (0.71, + [+,+]), KLF7 (0.71, + [+,+]), 
MCF2L	chr17	94135319	chr17	94186956	94187457	0.7845	SP9 (0.76, + [+,+]), ZNF267 (0.73, + [+,+]), ZNF180 (0.72, + [+,+]), 
ZNF407	chr18	5378521	chr18	5280075	5280576	0.7545	ZNF205 (0.96, + [-,-]), TCF12 (0.88, + [-,-]), ZNF169 (0.85, - [-,+]), ZNF124 (0.84, + [-,-]), ZNF22 (0.74, + [-,-]), ZNF394 (0.71, + [-,-]), 
CYB5A	chr18	5723051	chr18	5722070	5722571	0.769	ZNF169 (0.99, - [+,-]), ZNF768 (0.92, + [+,+]), ZNF467 (0.80, - [+,-]), ZNF613 (0.78, + [+,+]), ZNF557 (0.70, - [+,-]), 
SMAD2	chr18	34543915	chr18	34460452	34460953	0.7135	SP9 (1.00, - [-,+]), KLF16 (1.00, + [-,-]), ZNF441 (1.00, + [-,-]), ZNF823 (1.00, - [-,+]), SALL2 (1.00, - [-,+]), KLF5 (0.99, - [-,+]), ZNF557 (0.99, - [-,+]), KLF13 (0.97, + [-,-]), SP7 (0.97, - [-,+]), CTCFL (0.96, - [-,+]), ZNF770 (0.95, - [-,+]), KLF2 (0.94, + [-,-]), KLF7 (0.93, + [-,-]), SP8 (0.90, - [-,+]), KLF1 (0.90, - [-,+]), KLF9 (0.89, - [-,+]), SP4 (0.84, + [-,-]), ZNF283 (0.83, - [-,+]), RBAK (0.76, - [-,+]), ZBTB7C (0.76, - [-,+]), ZNF202 (0.72, - [-,+]), ZNF84 (0.71, + [-,-]), ZNF548 (0.71, + [-,-]), 
LOXHD1	chr18	35795373	chr18	35828997	35829498	0.8905	ZNF530 (0.95, - [+,-]), ZNF770 (0.93, + [+,+]), ZNF557 (0.81, - [+,-]), 
LOXHD1	chr18	35795373	chr18	35878339	35878840	0.8575	ZNF441 (0.96, + [+,+]), E2F6 (0.94, + [+,+]), ZIC2 (0.93, - [+,-]), SALL2 (0.90, - [+,-]), ZNF398 (0.87, + [+,+]), ZNF768 (0.84, - [+,-]), 
SETBP1	chr18	37753831	chr18	37724841	37725342	0.7275	ZNF384 (0.87, + [+,+]), ZNF22 (0.79, + [+,+]), ZNF169 (0.76, - [+,-]), 
MAPRE2	chr18	47460843	chr18	47519523	47520024	0.922	ZNF697 (0.94, + [+,+]), ZNF557 (0.92, + [+,+]), ZNF444 (0.91, - [+,-]), ZBTB7A (0.88, - [+,-]), MAZ (0.76, + [+,+]), KLF11 (0.72, + [+,+]), 
RAB31	chr18	70655008	chr18	70557877	70558378	0.779	ZNF202 (0.79, - [-,+]), KLF10 (0.71, + [-,-]), ZBTB17 (0.71, - [-,+]), ZNF394 (0.70, - [-,+]), 
PTPN2	chr18	73525554	chr18	73535303	73535804	0.9625	ZNF596 (0.94, - [+,-]), ZNF384 (0.94, + [+,+]), ZNF341 (0.73, + [+,+]), 
OAZ1	chr19	2115728	chr19	2126798	2127299	0.8435	KLF10 (0.99, + [+,+]), ZNF202 (0.98, - [+,-]), ZNF180 (0.97, - [+,-]), KLF5 (0.96, - [+,-]), ZNF281 (0.96, - [+,-]), ZNF557 (0.91, + [+,+]), SALL2 (0.88, - [+,-]), ZNF444 (0.86, - [+,-]), KLF1 (0.84, - [+,-]), ZNF543 (0.77, + [+,+]), 
PRKACA	chr19	13721307	chr19	13527097	13527598	0.7375	ZNF467 (0.90, + [+,+]), ZNF766 (0.86, + [+,+]), ZNF398 (0.84, - [+,-]), BCL11A (0.80, + [+,+]), ETS2 (0.76, - [+,-]), 
PRKACA	chr19	13721307	chr19	13661604	13662105	0.765	ZNF30 (1.00, - [-,+]), GTF2I (1.00, - [-,+]), SP4 (1.00, - [-,+]), KLF1 (1.00, - [-,+]), SP7 (1.00, - [-,+]), KLF15 (1.00, - [-,+]), ZNF484 (1.00, - [-,+]), KLF9 (1.00, - [-,+]), ZNF441 (1.00, + [-,-]), SP9 (0.99, - [-,+]), ZBTB17 (0.99, - [-,+]), ZNF84 (0.99, - [-,+]), KLF16 (0.99, - [-,+]), KLF11 (0.99, - [-,+]), SP2 (0.99, + [-,-]), ZNF658 (0.97, - [-,+]), SP8 (0.97, - [-,+]), ZNF37A (0.96, - [-,+]), ZNF304 (0.96, - [-,+]), ZNF283 (0.95, - [-,+]), ETS2 (0.94, + [-,-]), ZFP14 (0.94, + [-,-]), ZNF543 (0.94, - [-,+]), ZFX (0.94, + [-,-]), ZNF132 (0.92, - [-,+]), ZNF394 (0.91, - [-,+]), ZNF180 (0.91, - [-,+]), ZNF311 (0.89, - [-,+]), VEZF1 (0.88, - [-,+]), PRDM9 (0.86, - [-,+]), RBAK (0.84, - [-,+]), ZNF281 (0.83, - [-,+]), SP1 (0.80, - [-,+]), KLF7 (0.78, - [-,+]), ZBTB7C (0.72, - [-,+]), ZNF341 (0.70, + [-,-]), 
PKN1	chr19	14051474	chr19	14051584	14052085	0.849	ZNF571 (0.96, - [+,-]), ZFP64 (0.94, - [+,-]), ZNF786 (0.91, - [+,-]), SP1 (0.89, + [+,+]), ZNF180 (0.83, + [+,+]), ZNF267 (0.82, + [+,+]), ZNF441 (0.82, - [+,-]), ZNF304 (0.81, + [+,+]), ZNF281 (0.80, + [+,+]), ZNF444 (0.79, + [+,+]), ZNF658 (0.78, + [+,+]), KLF7 (0.78, + [+,+]), ZNF770 (0.76, - [+,-]), ZNF283 (0.75, + [+,+]), ZSCAN22 (0.74, - [+,-]), ZNF37A (0.73, + [+,+]), KLF10 (0.71, - [+,-]), 
PKN1	chr19	14051474	chr19	14082835	14083336	0.9715	ZNF441 (0.77, - [+,-]), ZFP28 (0.77, + [+,+]), ZNF182 (0.75, - [+,-]), ZNF202 (0.74, - [+,-]), ZNF557 (0.73, + [+,+]), ZNF22 (0.71, - [+,-]), 
PKN1	chr19	14051474	chr19	14091546	14092047	0.8125	ZNF786 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), ZNF658 (1.00, + [+,+]), ZNF180 (1.00, + [+,+]), ZNF219 (0.97, + [+,+]), MAZ (0.97, + [+,+]), SALL2 (0.95, + [+,+]), ZNF530 (0.94, + [+,+]), ZBTB17 (0.93, + [+,+]), ZNF467 (0.93, - [+,-]), KLF9 (0.87, + [+,+]), KLF2 (0.84, + [+,+]), SP8 (0.84, + [+,+]), ZFP64 (0.78, - [+,-]), 
UBA52	chr19	18128943	chr19	18205169	18205670	0.9365	KLF16 (0.81, + [-,-]), KLF10 (0.75, + [-,-]), ZNF30 (0.75, - [-,+]), SP1 (0.74, - [-,+]), ZNF180 (0.72, - [-,+]), KLF5 (0.71, - [-,+]), 
LOC693803	chr19	20420145	chr19	20639600	20640101	0.772	ZNF776 (1.00, + [-,-]), ZSCAN30 (0.99, - [-,+]), CTCFL (0.93, - [-,+]), CTCF (0.93, + [-,-]), ZNF557 (0.89, - [-,+]), ZNF267 (0.72, + [-,-]), 
HAMP	chr19	34710685	chr19	34881019	34881520	0.986	ZNF613 (0.86, - [+,-]), 
NFKBID	chr19	35314098	chr19	35292758	35293259	0.868	ZNF846 (1.00, + [+,+]), ZNF394 (0.94, + [+,+]), ZNF444 (0.91, + [+,+]), ZBTB17 (0.89, + [+,+]), ZNF530 (0.87, + [+,+]), VEZF1 (0.80, + [+,+]), ZNF697 (0.74, - [+,-]), 
POU2F2	chr19	41331388	chr19	41582812	41583313	0.91	ZNF557 (0.74, + [-,-]), 
CLDN1	chr2	7536510	chr2	7535300	7535801	1	ZNF169 (0.93, - [+,-]), ZNF557 (0.78, + [+,+]), ZNF281 (0.75, - [+,-]), 
CMTM6	chr2	15212102	chr2	15262615	15263116	0.8925	PRDM6 (0.77, - [+,-]), 
SH3BP5	chr2	32328943	chr2	32368239	32368740	0.934	LYL1 (1.00, - [+,-]), ZNF132 (0.94, + [+,+]), ZNF37A (0.89, + [+,+]), IRF2 (0.88, - [+,-]), ZNF398 (0.87, - [+,-]), STAT2 (0.81, + [+,+]), 
KCNAB1	chr2	58422725	chr2	58588150	58588651	0.984	ZNF548 (1.00, - [+,-]), RBAK (0.98, + [+,+]), ZNF219 (0.97, + [+,+]), ZNF341 (0.97, + [+,+]), ZNF557 (0.87, + [+,+]), 
B3GALNT1	chr2	63373444	chr2	63336643	63337144	0.946	ZNF169 (0.85, + [+,+]), TAL1 (0.85, - [+,-]), 
B3GALNT1	chr2	63373444	chr2	63478500	63479001	0.844	ZNF384 (1.00, + [+,+]), ZFP28 (1.00, - [+,-]), ZNF169 (0.99, + [+,+]), PRDM6 (0.98, + [+,+]), ZNF182 (0.96, + [+,+]), ZNF613 (0.95, - [+,-]), STAT2 (0.89, + [+,+]), ZNF77 (0.89, - [+,-]), 
GNAI2	chr2	106360504	chr2	106287341	106287842	0.812	ZNF846 (0.88, + [+,+]), ZNF557 (0.85, - [+,-]), ZNF77 (0.71, + [+,+]), 
GNAI2	chr2	106360504	chr2	106288009	106288510	0.8375	ETS2 (0.88, + [+,+]), VEZF1 (0.83, - [+,-]), ZNF467 (0.81, + [+,+]), ZNF180 (0.80, - [+,-]), ZNF527 (0.71, - [+,-]), 
HEG1	chr2	151269521	chr2	151269203	151269704	0.9885	ZBTB7C (0.82, + [+,+]), MAZ (0.79, + [+,+]), ZNF169 (0.76, - [+,-]), ZNF132 (0.76, + [+,+]), 
IFNAR2	chr3	13288642	chr3	13325039	13325540	0.769	KLF1 (0.83, + [+,+]), SALL2 (0.80, + [+,+]), ZNF304 (0.75, + [+,+]), ZNF682 (0.74, + [+,+]), ZFX (0.73, - [+,-]), ZNF846 (0.72, - [+,-]), 
FAM20C	chr3	33247382	chr3	33246627	33247128	0.9995	ZSCAN22 (0.94, + [+,+]), ZNF30 (0.85, + [+,+]), TCF12 (0.81, - [+,-]), ZNF658 (0.72, + [+,+]), 
LAT2	chr3	46577208	chr3	46462911	46463412	0.7905	TCF12 (0.99, + [+,+]), RREB1 (0.95, + [+,+]), VEZF1 (0.76, + [+,+]), 
AUTS2	chr3	49759438	chr3	49867815	49868316	0.8345	ZNF22 (0.81, + [-,-]), ZNF26 (0.78, - [-,+]), ZNF354C (0.75, + [-,-]), 
GATAD1	chr3	113688255	chr3	113713227	113713728	0.814	ZNF169 (1.00, - [+,-]), ZNF132 (0.99, + [+,+]), ZNF823 (0.94, + [+,+]), ZNF557 (0.92, + [+,+]), ZNF341 (0.88, + [+,+]), 
SRPK2	chr3	131697268	chr3	131630269	131630770	0.8175	ZNF169 (1.00, - [+,-]), ZFP28 (0.85, + [+,+]), 
