Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
SPNS3	chr16	4249389	chr16	4311934	4312435	0.8238	ZSCAN22 (1.00, - [+,-]), MZF1 (1.00, - [+,-]), ZNF571 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), PRDM9 (1.00, + [+,+]), ZNF219 (0.98, + [+,+]), ZNF169 (0.97, - [+,-]), VEZF1 (0.93, - [+,-]), ZFY (0.86, - [+,-]), ZNF823 (0.73, - [+,-]), TAL1 (0.71, + [+,+]), 
PFN1	chr16	4795797	chr16	4936839	4937340	0.7116	KLF9 (1.00, - [-,+]), ZNF846 (0.97, + [-,-]), KLF10 (0.89, - [-,+]), ZNF311 (0.78, + [-,-]), ZNF571 (0.78, - [-,+]), ZNF543 (0.77, - [-,+]), ZNF169 (0.76, + [-,-]), KLF7 (0.70, - [-,+]), 
CALCOCO2	chr16	47960166	chr16	47847067	47847568	0.9214	ZNF543 (0.77, - [-,+]), KLF11 (0.77, - [-,+]), ZSCAN30 (0.76, - [-,+]), 
GNA13	chr16	61452261	chr16	61452214	61452715	0.9146	ZNF770 (0.78, - [+,-]), ZNF180 (0.77, + [+,+]), ZNF304 (0.75, + [+,+]), ZNF311 (0.75, + [+,+]), ZNF398 (0.73, - [+,-]), ZNF37A (0.72, + [+,+]), ZNF658 (0.72, + [+,+]), STAT2 (0.71, + [+,+]), 
ACTG1	chr16	77855574	chr16	77865544	77866045	0.8124	KLF15 (1.00, - [+,-]), ZIC2 (0.99, - [+,-]), VEZF1 (0.99, + [+,+]), MZF1 (0.93, + [+,+]), KLF10 (0.92, + [+,+]), ZNF180 (0.84, - [+,-]), KLF16 (0.83, - [+,-]), ZNF132 (0.83, + [+,+]), DNMT1 (0.74, + [+,+]), ZNF770 (0.70, + [+,+]), 
GPC6	chr17	75019176	chr17	75018993	75019494	0.9576	ZNF467 (1.00, + [+,+]), MAZ (1.00, - [+,-]), VEZF1 (1.00, + [+,+]), ZNF30 (1.00, + [+,+]), ZNF267 (1.00, - [+,-]), ZNF484 (1.00, + [+,+]), ZNF71 (0.99, + [+,+]), ZBTB7A (0.98, - [+,-]), ZSCAN30 (0.96, + [+,+]), ZNF180 (0.94, - [+,-]), ZBTB17 (0.76, + [+,+]), 
TUBGCP3	chr17	93860972	chr17	93860056	93860557	0.8654	ZNF860 (0.95, + [+,+]), ZBTB7C (0.78, + [+,+]), ZNF202 (0.77, + [+,+]), PRDM9 (0.74, - [+,-]), ZNF263 (0.73, + [+,+]), KLF7 (0.70, + [+,+]), 
MCF2L	chr17	94135319	chr17	94186956	94187457	0.784	SP9 (0.75, + [+,+]), ZNF267 (0.73, + [+,+]), ZNF180 (0.72, + [+,+]), 
ZNF407	chr18	5378521	chr18	5280075	5280576	0.7684	ZNF205 (0.95, + [-,-]), TCF12 (0.89, + [-,-]), ZNF169 (0.86, - [-,+]), ZNF124 (0.83, + [-,-]), ZNF22 (0.73, + [-,-]), 
CYB5A	chr18	5723051	chr18	5722070	5722571	0.7752	ZNF169 (0.99, - [+,-]), ZNF768 (0.93, + [+,+]), ZNF467 (0.80, - [+,-]), ZNF613 (0.77, + [+,+]), ZNF557 (0.72, - [+,-]), 
SMAD2	chr18	34543915	chr18	34460452	34460953	0.7252	KLF16 (1.00, + [-,-]), ZNF441 (1.00, + [-,-]), SP9 (1.00, - [-,+]), ZNF823 (1.00, - [-,+]), SALL2 (1.00, - [-,+]), KLF5 (0.99, - [-,+]), ZNF557 (0.99, - [-,+]), SP7 (0.97, - [-,+]), KLF13 (0.96, + [-,-]), CTCFL (0.96, - [-,+]), ZNF770 (0.94, - [-,+]), KLF7 (0.93, + [-,-]), KLF2 (0.93, + [-,-]), KLF1 (0.91, - [-,+]), KLF9 (0.90, - [-,+]), SP8 (0.90, - [-,+]), ZNF283 (0.84, - [-,+]), SP4 (0.83, + [-,-]), RBAK (0.75, - [-,+]), ZNF202 (0.74, - [-,+]), ZBTB7C (0.74, - [-,+]), ZNF548 (0.72, + [-,-]), ZNF84 (0.71, + [-,-]), 
LOXHD1	chr18	35795373	chr18	35828997	35829498	0.8846	ZNF530 (0.95, - [+,-]), ZNF770 (0.93, + [+,+]), ZNF557 (0.81, - [+,-]), 
LOXHD1	chr18	35795373	chr18	35878339	35878840	0.869	ZNF441 (0.96, + [+,+]), E2F6 (0.93, + [+,+]), ZIC2 (0.93, - [+,-]), SALL2 (0.89, - [+,-]), ZNF398 (0.88, + [+,+]), ZNF768 (0.83, - [+,-]), 
SETBP1	chr18	37753831	chr18	37724841	37725342	0.7282	ZNF384 (0.89, + [+,+]), ZNF22 (0.79, + [+,+]), ZNF169 (0.75, - [+,-]), 
MAPRE2	chr18	47460843	chr18	47519523	47520024	0.9144	ZNF697 (0.94, + [+,+]), ZNF557 (0.93, + [+,+]), ZNF444 (0.90, - [+,-]), ZBTB7A (0.87, - [+,-]), MAZ (0.77, + [+,+]), KLF11 (0.70, + [+,+]), 
RAB31	chr18	70655008	chr18	70557877	70558378	0.767	ZNF202 (0.78, - [-,+]), ZBTB17 (0.72, - [-,+]), ZNF394 (0.71, - [-,+]), VEZF1 (0.71, - [-,+]), KLF10 (0.70, + [-,-]), 
PTPN2	chr18	73525554	chr18	73535303	73535804	0.9672	ZNF596 (0.93, - [+,-]), ZNF384 (0.93, + [+,+]), ZNF341 (0.72, + [+,+]), 
OAZ1	chr19	2115728	chr19	2126798	2127299	0.844	KLF10 (1.00, + [+,+]), ZNF202 (0.98, - [+,-]), ZNF180 (0.96, - [+,-]), ZNF281 (0.96, - [+,-]), KLF5 (0.96, - [+,-]), ZNF557 (0.92, + [+,+]), SALL2 (0.89, - [+,-]), ZNF444 (0.87, - [+,-]), KLF1 (0.85, - [+,-]), ZNF543 (0.77, + [+,+]), 
PRKACA	chr19	13721307	chr19	13527097	13527598	0.7486	ZNF467 (0.92, + [+,+]), ZNF766 (0.88, + [+,+]), ZNF398 (0.84, - [+,-]), BCL11A (0.80, + [+,+]), ETS2 (0.77, - [+,-]), 
PRKACA	chr19	13721307	chr19	13661604	13662105	0.7618	ZNF30 (1.00, - [-,+]), SP7 (1.00, - [-,+]), SP4 (1.00, - [-,+]), GTF2I (1.00, - [-,+]), KLF15 (1.00, - [-,+]), KLF1 (1.00, - [-,+]), KLF9 (1.00, - [-,+]), ZNF484 (1.00, - [-,+]), ZNF441 (1.00, + [-,-]), ZBTB17 (0.99, - [-,+]), SP9 (0.99, - [-,+]), KLF16 (0.99, - [-,+]), ZNF84 (0.99, - [-,+]), KLF11 (0.99, - [-,+]), SP2 (0.99, + [-,-]), ZNF658 (0.98, - [-,+]), SP8 (0.97, - [-,+]), ZNF304 (0.96, - [-,+]), ZNF37A (0.96, - [-,+]), ZNF283 (0.95, - [-,+]), ZNF543 (0.94, - [-,+]), ETS2 (0.94, + [-,-]), ZFP14 (0.93, + [-,-]), ZFX (0.93, + [-,-]), ZNF132 (0.92, - [-,+]), ZNF180 (0.91, - [-,+]), ZNF394 (0.91, - [-,+]), ZNF311 (0.88, - [-,+]), VEZF1 (0.87, - [-,+]), PRDM9 (0.86, - [-,+]), RBAK (0.85, - [-,+]), ZNF281 (0.83, - [-,+]), SP1 (0.81, - [-,+]), KLF7 (0.77, - [-,+]), ZBTB7C (0.71, - [-,+]), 
PKN1	chr19	14051474	chr19	14051584	14052085	0.8506	ZNF571 (0.95, - [+,-]), ZFP64 (0.94, - [+,-]), ZNF786 (0.91, - [+,-]), SP1 (0.89, + [+,+]), ZNF267 (0.83, + [+,+]), ZNF180 (0.82, + [+,+]), ZNF441 (0.81, - [+,-]), ZNF444 (0.81, + [+,+]), ZNF304 (0.81, + [+,+]), ZNF281 (0.79, + [+,+]), ZNF658 (0.79, + [+,+]), KLF7 (0.77, + [+,+]), ZNF770 (0.77, - [+,-]), ZSCAN22 (0.75, - [+,-]), ZNF283 (0.75, + [+,+]), ZNF37A (0.74, + [+,+]), KLF10 (0.72, - [+,-]), 
PKN1	chr19	14051474	chr19	14082835	14083336	0.971	ZFP28 (0.79, + [+,+]), ZNF441 (0.76, - [+,-]), ZNF182 (0.76, - [+,-]), ZNF202 (0.75, - [+,-]), ZNF557 (0.74, + [+,+]), ZNF22 (0.72, - [+,-]), 
PKN1	chr19	14051474	chr19	14091546	14092047	0.8144	ZNF786 (1.00, - [+,-]), ZNF658 (1.00, + [+,+]), ZNF770 (1.00, - [+,-]), ZNF180 (1.00, + [+,+]), ZNF219 (0.97, + [+,+]), MAZ (0.96, + [+,+]), SALL2 (0.95, + [+,+]), ZNF530 (0.94, + [+,+]), ZBTB17 (0.94, + [+,+]), ZNF467 (0.93, - [+,-]), KLF9 (0.86, + [+,+]), KLF2 (0.84, + [+,+]), SP8 (0.83, + [+,+]), ZFP64 (0.78, - [+,-]), 
UBA52	chr19	18128943	chr19	18205169	18205670	0.9482	KLF16 (0.81, + [-,-]), KLF10 (0.75, + [-,-]), SP1 (0.74, - [-,+]), ZNF30 (0.73, - [-,+]), ZNF180 (0.72, - [-,+]), KLF5 (0.72, - [-,+]), 
LOC693803	chr19	20420145	chr19	20639600	20640101	0.7972	ZNF776 (1.00, + [-,-]), ZSCAN30 (0.99, - [-,+]), CTCFL (0.93, - [-,+]), CTCF (0.93, + [-,-]), ZNF557 (0.88, - [-,+]), ZNF267 (0.73, + [-,-]), 
HAMP	chr19	34710685	chr19	34881019	34881520	0.9828	ZNF613 (0.86, - [+,-]), ZFP28 (0.70, + [+,+]), 
NFKBID	chr19	35314098	chr19	35292758	35293259	0.869	ZNF846 (1.00, + [+,+]), ZNF394 (0.95, + [+,+]), ZNF444 (0.92, + [+,+]), ZBTB17 (0.89, + [+,+]), ZNF530 (0.87, + [+,+]), VEZF1 (0.80, + [+,+]), ZNF697 (0.75, - [+,-]), 
POU2F2	chr19	41331388	chr19	41582812	41583313	0.9118	ZNF557 (0.74, + [-,-]), 
CLDN1	chr2	7536510	chr2	7535300	7535801	1	ZNF169 (0.92, - [+,-]), ZNF557 (0.78, + [+,+]), ZNF281 (0.75, - [+,-]), 
CMTM6	chr2	15212102	chr2	15262615	15263116	0.8808	PRDM6 (0.78, - [+,-]), 
SH3BP5	chr2	32328943	chr2	32368239	32368740	0.9216	LYL1 (1.00, - [+,-]), ZNF132 (0.93, + [+,+]), ZNF37A (0.89, + [+,+]), IRF2 (0.88, - [+,-]), ZNF398 (0.87, - [+,-]), STAT2 (0.83, + [+,+]), 
KCNAB1	chr2	58422725	chr2	58588150	58588651	0.9864	ZNF548 (1.00, - [+,-]), RBAK (0.98, + [+,+]), ZNF341 (0.97, + [+,+]), ZNF219 (0.97, + [+,+]), ZNF557 (0.86, + [+,+]), 
B3GALNT1	chr2	63373444	chr2	63336643	63337144	0.9502	TAL1 (0.86, - [+,-]), ZNF169 (0.83, + [+,+]), 
B3GALNT1	chr2	63373444	chr2	63478500	63479001	0.8618	ZNF384 (1.00, + [+,+]), ZFP28 (1.00, - [+,-]), ZNF169 (0.99, + [+,+]), PRDM6 (0.98, + [+,+]), ZNF182 (0.97, + [+,+]), ZNF613 (0.95, - [+,-]), STAT2 (0.91, + [+,+]), ZNF77 (0.90, - [+,-]), 
GNAI2	chr2	106360504	chr2	106287341	106287842	0.8016	ZNF846 (0.88, + [+,+]), ZNF557 (0.87, - [+,-]), 
GNAI2	chr2	106360504	chr2	106288009	106288510	0.8168	ETS2 (0.90, + [+,+]), VEZF1 (0.83, - [+,-]), ZNF467 (0.82, + [+,+]), ZNF180 (0.79, - [+,-]), ZNF527 (0.72, - [+,-]), 
HEG1	chr2	151269521	chr2	151269203	151269704	0.9866	ZBTB7C (0.82, + [+,+]), MAZ (0.79, + [+,+]), ZNF169 (0.78, - [+,-]), ZNF132 (0.75, + [+,+]), 
IFNAR2	chr3	13288642	chr3	13325039	13325540	0.769	KLF1 (0.84, + [+,+]), SALL2 (0.80, + [+,+]), ZNF304 (0.76, + [+,+]), ZFX (0.73, - [+,-]), ZNF682 (0.73, + [+,+]), ZNF846 (0.71, - [+,-]), 
FAM20C	chr3	33247382	chr3	33246627	33247128	0.9994	ZSCAN22 (0.95, + [+,+]), ZNF30 (0.83, + [+,+]), TCF12 (0.80, - [+,-]), ZNF658 (0.71, + [+,+]), 
LAT2	chr3	46577208	chr3	46462911	46463412	0.79	TCF12 (0.99, + [+,+]), RREB1 (0.95, + [+,+]), VEZF1 (0.76, + [+,+]), 
AUTS2	chr3	49759438	chr3	49867815	49868316	0.8416	ZNF22 (0.80, + [-,-]), ZNF26 (0.78, - [-,+]), ZNF354C (0.75, + [-,-]), 
