Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
TSGA10	chr13	2936655	chr13	2936581	2937082	0.9196	KLF7 (1.00, - [+,-]), ZNF860 (0.98, + [+,+]), KLF1 (0.94, + [+,+]), ZNF441 (0.77, - [+,-]), ZNF169 (0.77, + [+,+]), ZNF467 (0.71, + [+,+]), ZNF658 (0.71, + [+,+]), ZNF846 (0.70, - [+,-]), 
NRXN1	chr13	57712532	chr13	58021986	58022487	0.7814	ARID3A (0.99, + [+,+]), ZNF823 (0.99, + [+,+]), ZNF71 (0.95, + [+,+]), 
ATRAID	chr13	81743879	chr13	81866751	81867252	0.7326	ZNF557 (0.99, + [+,+]), ZNF132 (0.84, - [+,-]), ARID3A (0.79, - [+,-]), ZNF548 (0.76, - [+,-]), ZNF37A (0.75, + [+,+]), VEZF1 (0.75, - [+,-]), 
DPYSL5	chr13	82129266	chr13	82034188	82034689	0.858	CTCF (0.82, + [-,-]), ZNF444 (0.80, - [-,+]), SALL4 (0.77, + [-,-]), 
DPYSL5	chr13	82129266	chr13	82129115	82129616	0.7662	KLF16 (0.85, + [+,+]), ZNF30 (0.81, + [+,+]), ZNF467 (0.75, + [+,+]), VEZF1 (0.75, + [+,+]), WT1 (0.73, + [+,+]), ZNF281 (0.72, + [+,+]), 
TMEM258	chr14	12382073	chr14	12320983	12321484	0.8188	ZNF169 (0.72, - [+,-]), 
TMEM258	chr14	12382073	chr14	12348886	12349387	0.8832	ZNF124 (1.00, + [+,+]), 
LDLRAD3	chr14	29517714	chr14	29183883	29184384	0.9306	ZNF770 (0.96, - [-,+]), ZNF205 (0.78, + [-,-]), ETS2 (0.72, - [-,+]), 
CD59	chr14	31732635	chr14	32016282	32016783	0.9118	OSR2 (0.73, + [+,+]), 
GALNT18	chr14	54010644	chr14	54003001	54003502	0.9874	MZF1 (1.00, - [+,-]), HDX (0.88, + [+,+]), ZNF26 (0.81, - [+,-]), 
GALNT18	chr14	54010644	chr14	54010395	54010896	1	ZNF682 (0.84, - [+,-]), ZNF543 (0.82, + [+,+]), ZFX (0.79, + [+,+]), ZNF571 (0.73, + [+,+]), ZNF467 (0.72, + [+,+]), 
GALNT18	chr14	54010644	chr14	54051148	54051649	0.9526	ZNF444 (1.00, + [+,+]), ZNF281 (0.99, + [+,+]), ZNF267 (0.98, - [+,-]), ZNF202 (0.98, + [+,+]), KLF10 (0.98, + [+,+]), ZNF467 (0.97, + [+,+]), ZNF658 (0.84, + [+,+]), ZSCAN22 (0.80, + [+,+]), ZNF169 (0.79, + [+,+]), 
GALNT18	chr14	54010644	chr14	54121366	54121867	0.8484	ZFX (0.99, + [+,+]), ZNF394 (0.99, + [+,+]), ZNF557 (0.77, + [+,+]), 
GALNT18	chr14	54010644	chr14	54183429	54183930	0.9142	RBAK (0.93, + [+,+]), 
GALNT18	chr14	54010644	chr14	54191017	54191518	0.9204	FOS (0.99, + [+,+]), PRDM6 (0.99, + [+,+]), ZNF22 (0.97, - [+,-]), ZSCAN30 (0.81, - [+,-]), FOSL2 (0.71, - [+,-]), 
GALNT18	chr14	54010644	chr14	54197609	54198110	0.9936	ZNF22 (0.95, + [+,+]), SALL4 (0.72, + [+,+]), 
GALNT18	chr14	54010644	chr14	54205304	54205805	0.8288	PRDM9 (1.00, - [+,-]), ZNF467 (1.00, + [+,+]), ZNF84 (0.99, + [+,+]), ZNF71 (0.99, + [+,+]), ETS2 (0.98, + [+,+]), ZNF37A (0.93, + [+,+]), GTF2I (0.86, - [+,-]), 
GALNT18	chr14	54010644	chr14	54233667	54234168	0.9184	ZFP28 (0.96, + [+,+]), ZNF205 (0.96, + [+,+]), ZNF571 (0.85, + [+,+]), ZNF649 (0.84, + [+,+]), ZNF182 (0.80, - [+,-]), ZNF384 (0.79, - [+,-]), 
GALNT18	chr14	54010644	chr14	54236228	54236729	0.9298	FOS (0.98, + [+,+]), TAL1 (0.97, - [+,-]), 
GALNT18	chr14	54010644	chr14	54243777	54244278	0.716	ZNF202 (0.94, + [+,+]), ZNF205 (0.72, + [+,+]), 
RNF141	chr14	55139165	chr14	54935317	54935818	0.9758	CTCF (0.97, - [-,+]), ZNF682 (0.75, - [-,+]), 
DSCAML1	chr14	110857361	chr14	110569544	110570045	0.789	ZNF283 (1.00, + [+,+]), ZNF786 (0.99, + [+,+]), ZNF181 (0.96, + [+,+]), 
DSCAML1	chr14	110857361	chr14	110796462	110796963	0.706	KLF7 (1.00, - [+,-]), KLF4 (0.77, + [+,+]), 
VWA5A	chr14	116947195	chr14	116946955	116947456	0.9718	ZNF169 (0.97, - [+,-]), ZNF384 (0.94, + [+,+]), ZNF613 (0.92, - [+,-]), ZNF182 (0.91, + [+,+]), LYL1 (0.81, + [+,+]), 
NTM	chr14	123990213	chr14	124119076	124119577	0.9298	ZNF774 (0.98, - [+,-]), CTCF (0.72, - [+,-]), 
JAM3	chr14	126660985	chr14	126646445	126646946	0.7932	ZNF658 (1.00, - [+,-]), ZNF768 (1.00, + [+,+]), ZFP14 (0.99, - [+,-]), MZF1 (0.97, - [+,-]), ZNF557 (0.79, + [+,+]), 
DENND1A	chr15	16756877	chr15	16744035	16744536	0.7134	ZNF846 (1.00, + [-,-]), ZBTB17 (1.00, + [-,-]), ZNF121 (1.00, + [-,-]), SALL2 (1.00, - [-,+]), KLF10 (0.98, - [-,+]), ZNF384 (0.93, + [-,-]), ZNF467 (0.87, - [-,+]), ZNF613 (0.81, + [-,-]), 
ABCA1	chr15	37954746	chr15	37883102	37883603	0.9984	ZNF786 (0.85, - [+,-]), 
ABCA1	chr15	37954746	chr15	37883632	37884133	0.9942	ZIC2 (0.99, - [+,-]), ZNF436 (0.92, - [+,-]), ZFX (0.89, + [+,+]), ZNF786 (0.80, - [+,-]), WT1 (0.75, - [+,-]), ZFP57 (0.74, - [+,-]), ZNF283 (0.73, - [+,-]), 
GABARAP	chr16	7009875	chr16	6981352	6981853	1	KLF7 (0.98, + [-,-]), KLF13 (0.84, + [-,-]), ZFP14 (0.77, - [-,+]), ETS2 (0.77, + [-,-]), ZNF169 (0.75, - [-,+]), ZNF682 (0.75, + [-,-]), ZNF283 (0.74, - [-,+]), ZNF467 (0.71, - [-,+]), SALL2 (0.71, + [-,-]), 
EIF1	chr16	52808380	chr16	52924057	52924558	0.8428	KLF1 (1.00, - [+,-]), MZF1 (0.97, - [+,-]), ZNF467 (0.88, - [+,-]), WT1 (0.84, - [+,-]), ZNF682 (0.82, + [+,+]), 
STAT3	chr16	53524629	chr16	53437464	53437965	0.7496	ZNF846 (1.00, - [+,-]), ZNF22 (1.00, + [+,+]), VEZF1 (0.99, + [+,+]), ZFX (0.91, + [+,+]), ZNF613 (0.87, - [+,-]), ZNF484 (0.81, - [+,-]), ZSCAN22 (0.78, + [+,+]), ZNF341 (0.70, - [+,-]), 
GFAP	chr16	56180003	chr16	56170476	56170977	0.9576	MAZ (1.00, + [+,+]), ZNF444 (1.00, + [+,+]), ZNF557 (0.99, + [+,+]), VEZF1 (0.98, + [+,+]), ZNF571 (0.93, + [+,+]), ZNF658 (0.92, + [+,+]), ZNF202 (0.91, + [+,+]), ZNF71 (0.89, + [+,+]), SALL4 (0.85, + [+,+]), SALL2 (0.82, + [+,+]), KLF10 (0.82, + [+,+]), ZNF181 (0.81, - [+,-]), ZNF484 (0.71, - [+,-]), ZNF823 (0.71, + [+,+]), 
GFAP	chr16	56180003	chr16	56171061	56171562	0.8096	ARID3A (0.99, - [+,-]), ZNF596 (0.96, - [+,-]), ZNF557 (0.93, + [+,+]), STAT2 (0.85, + [+,+]), 
TMEM235	chr16	74601378	chr16	74556146	74556647	0.8342	ZNF189 (0.94, - [+,-]), ZNF467 (0.88, + [+,+]), ZNF202 (0.83, + [+,+]), ZNF169 (0.74, + [+,+]), 
CYTH1	chr16	75107178	chr16	74988624	74989125	0.7106	ZNF121 (1.00, - [-,+]), ZNF770 (0.83, - [-,+]), RREB1 (0.72, - [-,+]), 
DOCK9	chr17	80822362	chr17	80692449	80692950	0.8112	ZNF205 (1.00, - [-,+]), ZNF202 (0.99, - [-,+]), ZNF341 (0.98, - [-,+]), ZNF774 (0.98, - [-,+]), PRDM9 (0.98, - [-,+]), RBAK (0.97, - [-,+]), ZNF169 (0.90, - [-,+]), ZNF71 (0.88, - [-,+]), ZNF557 (0.87, - [-,+]), ETS2 (0.73, + [-,-]), ZNF596 (0.71, + [-,-]), 
BSG	chr19	331522	chr19	499133	499634	0.8592	ZNF436 (0.99, + [+,+]), ZSCAN30 (0.96, - [+,-]), RREB1 (0.88, + [+,+]), ZNF304 (0.83, + [+,+]), ZNF566 (0.82, + [+,+]), 
TUBB4A	chr19	6435920	chr19	6396414	6396915	0.8112	ZNF281 (0.82, + [+,+]), ZNF467 (0.76, + [+,+]), ZNF71 (0.70, + [+,+]), 
TMEM205	chr19	11103382	chr19	11049361	11049862	0.8994	ZNF613 (1.00, - [+,-]), ZNF770 (0.98, + [+,+]), ZNF71 (0.92, + [+,+]), ZNF84 (0.86, + [+,+]), ZNF182 (0.77, + [+,+]), 
NFIX	chr19	12563424	chr19	12800894	12801395	0.8096	ZIC2 (1.00, + [-,-]), MZF1 (1.00, + [-,-]), ZNF441 (1.00, - [-,+]), ZNF281 (0.99, + [-,-]), ZNF71 (0.99, - [-,+]), SALL2 (0.99, - [-,+]), KLF2 (0.99, + [-,-]), ZBTB17 (0.96, + [-,-]), ZNF596 (0.95, + [-,-]), PRDM6 (0.94, - [-,+]), TBPL2 (0.94, + [-,-]), ZNF467 (0.92, - [-,+]), ETS2 (0.90, - [-,+]), SALL4 (0.89, - [-,+]), ZFP28 (0.87, - [-,+]), ZNF182 (0.85, - [-,+]), ZNF557 (0.84, - [-,+]), ZSCAN22 (0.77, - [-,+]), ZNF341 (0.75, + [-,-]), ZNF304 (0.75, - [-,+]), ZNF202 (0.74, - [-,+]), ZNF774 (0.73, - [-,+]), 
TECR	chr19	14153802	chr19	13987275	13987776	0.8024	ZNF180 (1.00, - [+,-]), WT1 (1.00, + [+,+]), ZNF649 (1.00, + [+,+]), ZNF77 (1.00, + [+,+]), ZFP57 (1.00, + [+,+]), VEZF1 (0.99, + [+,+]), ZNF658 (0.99, - [+,-]), KLF5 (0.99, + [+,+]), SALL4 (0.98, + [+,+]), RREB1 (0.96, + [+,+]), MAZ (0.95, + [+,+]), ZNF71 (0.95, + [+,+]), ZNF181 (0.93, + [+,+]), KLF9 (0.91, + [+,+]), ZNF846 (0.90, - [+,-]), ETS2 (0.89, + [+,+]), KLF10 (0.86, + [+,+]), ZNF566 (0.81, - [+,-]), SALL2 (0.80, + [+,+]), 
LOC721315	chr19	21164761	chr19	21022319	21022820	0.7656	CTCF (1.00, - [+,-]), ZNF441 (0.99, + [+,+]), ZNF341 (0.98, - [+,-]), ZNF384 (0.95, - [+,-]), STAT2 (0.93, + [+,+]), IRF2 (0.90, + [+,+]), ZNF613 (0.83, - [+,-]), ZNF202 (0.80, + [+,+]), ZNF180 (0.79, + [+,+]), ZNF169 (0.73, + [+,+]), 
RABAC1	chr19	41102642	chr19	41142888	41143389	0.7148	ZNF527 (0.99, + [+,+]), ZNF557 (0.97, + [+,+]), PRDM6 (0.95, + [+,+]), GTF2I (0.94, - [+,-]), ZNF596 (0.88, - [+,-]), RBAK (0.87, + [+,+]), ZNF823 (0.74, + [+,+]), KLF11 (0.70, - [+,-]), 
RPL18	chr19	48611517	chr19	48560184	48560685	0.9008	ZNF22 (1.00, + [+,+]), SALL4 (1.00, + [+,+]), ZNF658 (1.00, - [+,-]), ZNF571 (0.90, + [+,+]), ZNF181 (0.82, + [+,+]), CPEB1 (0.78, - [+,-]), 
BCL6	chr2	10078330	chr2	9886560	9887061	0.8958	ZNF484 (0.95, - [+,-]), 
ARPP21	chr2	12112162	chr2	12019989	12020490	0.9806	TCF12 (0.99, + [+,+]), ZNF205 (0.89, - [+,-]), ZNF169 (0.81, - [+,-]), ZNF354C (0.80, - [+,-]), 
PLCL2	chr2	30840561	chr2	30640421	30640922	0.9568	HDX (0.97, - [+,-]), 
GPR149	chr2	56713997	chr2	56712911	56713412	0.9998	ZNF786 (0.90, + [+,+]), 
NEK4	chr2	108950451	chr2	108994429	108994930	0.9074	KLF2 (0.98, + [+,+]), ZNF304 (0.98, + [+,+]), ZNF283 (0.97, + [+,+]), LYL1 (0.86, + [+,+]), MAZ (0.86, - [+,-]), SALL2 (0.80, - [+,-]), MZF1 (0.74, - [+,-]), 
SPCS1	chr2	108873777	chr2	108994429	108994930	0.7218	KLF2 (0.98, - [-,+]), ZNF304 (0.98, - [-,+]), ZNF283 (0.97, - [-,+]), LYL1 (0.86, - [-,+]), MAZ (0.86, + [-,-]), SALL2 (0.80, + [-,-]), MZF1 (0.74, + [-,-]), 
CACNA1D	chr2	109674748	chr2	109786488	109786989	0.9108	PRDM9 (1.00, - [+,-]), MZF1 (1.00, - [+,-]), SALL4 (0.99, + [+,+]), RREB1 (0.95, + [+,+]), ZNF774 (0.94, - [+,-]), ZBTB17 (0.89, - [+,-]), GTF2I (0.86, - [+,-]), ZNF766 (0.84, + [+,+]), RBAK (0.84, + [+,+]), ZNF267 (0.72, - [+,-]), ZNF467 (0.71, + [+,+]), 
CACNA1D	chr2	109674748	chr2	109831794	109832295	0.9896	ARID3A (1.00, + [+,+]), GTF2I (0.71, + [+,+]), 
CACNA1D	chr2	109674748	chr2	109863240	109863741	0.9416	ZNF613 (1.00, - [+,-]), ZNF384 (1.00, - [+,-]), ZNF354C (0.97, - [+,-]), ZNF22 (0.93, + [+,+]), ZNF444 (0.72, + [+,+]), 
ERC2	chr2	112643690	chr2	112560137	112560638	0.99	ZNF202 (0.99, + [+,+]), ZNF649 (0.91, + [+,+]), ZNF22 (0.87, - [+,-]), ZNF823 (0.73, + [+,+]), 
ITPR1	chr2	135800564	chr2	135881590	135882091	0.9312	RBAK (0.99, + [+,+]), ARID3A (0.95, + [+,+]), ZIC2 (0.91, + [+,+]), 
ITPR1	chr2	135800564	chr2	135927632	135928133	0.9386	ZNF823 (1.00, + [+,+]), ZNF467 (0.98, + [+,+]), RBAK (0.93, + [+,+]), ZNF180 (0.81, + [+,+]), ZNF527 (0.81, + [+,+]), 
MYLK	chr2	152480874	chr2	152426936	152427437	1	KLF7 (1.00, - [+,-]), ZNF283 (1.00, + [+,+]), KLF1 (1.00, + [+,+]), ZBTB17 (0.99, + [+,+]), ZNF846 (0.97, + [+,+]), KLF10 (0.95, + [+,+]), ZNF189 (0.88, + [+,+]), VEZF1 (0.87, - [+,-]), KLF4 (0.85, + [+,+]), KLF5 (0.85, + [+,+]), WT1 (0.83, - [+,-]), ZNF467 (0.82, + [+,+]), PRDM9 (0.82, - [+,-]), KLF15 (0.82, + [+,+]), KLF16 (0.77, + [+,+]), ZNF180 (0.76, + [+,+]), 
MYLK	chr2	152480874	chr2	152428437	152428938	0.9742	ZNF22 (1.00, - [+,-]), ZNF169 (0.96, + [+,+]), SALL2 (0.93, - [+,-]), ZNF786 (0.74, - [+,-]), 
MYLK	chr2	152480874	chr2	152450900	152451401	0.9868	ZNF22 (1.00, - [+,-]), ETS2 (1.00, + [+,+]), 
MYLK	chr2	152480874	chr2	152451590	152452091	0.995	ZFP28 (0.89, + [+,+]), 
MYLK	chr2	152480874	chr2	152539946	152540447	0.9866	ZNF22 (1.00, - [+,-]), ZNF613 (0.96, + [+,+]), ZIC2 (0.84, - [+,-]), CPEB1 (0.82, + [+,+]), 
LSAMP	chr2	159826885	chr2	160126169	160126670	0.9932	ZNF169 (0.71, - [+,-]), 
NDE1	chr20	15230642	chr20	15185727	15186228	0.7344	ZNF768 (0.91, - [-,+]), ZNF823 (0.86, - [-,+]), ZNF354C (0.84, - [-,+]), 
USP31	chr20	21466161	chr20	21450120	21450621	0.9808	ZNF384 (1.00, - [+,-]), ZNF354C (0.98, - [+,-]), ZNF774 (0.98, - [+,-]), PRDM9 (0.98, - [+,-]), PRDM6 (0.85, - [+,-]), ZNF182 (0.78, - [+,-]), VEZF1 (0.77, + [+,+]), KLF1 (0.77, - [+,-]), KLF5 (0.76, - [+,-]), 
SLC5A11	chr20	23203366	chr20	23195827	23196328	0.9996	ZNF121 (0.88, - [+,-]), ZNF169 (0.82, + [+,+]), ZNF22 (0.82, - [+,-]), 
SLC5A11	chr20	23203366	chr20	23210802	23211303	0.9328	ZNF132 (1.00, - [+,-]), ZBTB17 (0.95, - [+,-]), ZNF398 (0.89, - [+,-]), ZNF219 (0.75, - [+,-]), 
HS3ST4	chr20	24034498	chr20	23675491	23675992	0.7202	VEZF1 (0.86, + [+,+]), ZNF527 (0.73, + [+,+]), ZNF124 (0.72, - [+,-]), 
MT2A	chr20	43815641	chr20	43620681	43621182	0.8318	ZNF180 (1.00, - [+,-]), ZNF341 (0.94, + [+,+]), MZF1 (0.91, - [+,-]), ZNF566 (0.86, + [+,+]), ZNF770 (0.74, + [+,+]), ZNF169 (0.72, - [+,-]), 
COX4I1	chr20	72828000	chr20	72880867	72881368	0.8034	ZNF22 (0.99, + [+,+]), 
RPL13	chr20	76602689	chr20	76544254	76544755	0.9726	GTF2I (0.96, - [+,-]), ETS2 (0.93, + [+,+]), 
S100B	chr3	186749	chr3	379382	379883	0.735	ZNF384 (1.00, - [+,-]), ZFP28 (0.95, + [+,+]), ZNF22 (0.95, - [+,-]), PRDM6 (0.94, + [+,+]), ZNF774 (0.87, + [+,+]), ZNF571 (0.80, + [+,+]), 
CSTB	chr3	2943534	chr3	2675852	2676353	0.7234	ZNF786 (0.97, + [+,+]), ARID3A (0.81, + [+,+]), ZNF467 (0.76, + [+,+]), 
CSTB	chr3	2943534	chr3	2900310	2900811	0.8952	NFE2L1 (0.99, + [+,+]), FOSL2 (0.95, + [+,+]), FOS (0.86, + [+,+]), ZNF557 (0.84, + [+,+]), ZNF124 (0.82, + [+,+]), ZNF169 (0.72, + [+,+]), 
HLCS	chr3	9619316	chr3	9551631	9552132	0.7136	ZNF766 (0.92, + [+,+]), FOSL2 (0.90, + [+,+]), ZNF205 (0.86, + [+,+]), 
IFNAR2	chr3	13288642	chr3	13352675	13353176	0.7518	ZNF169 (0.74, - [+,-]), 
IFNAR2	chr3	13288642	chr3	13353355	13353856	0.7662	ZNF71 (1.00, + [+,+]), SALL2 (0.97, + [+,+]), 
MRPL39	chr3	21060832	chr3	21060528	21061029	0.7532	ZNF444 (0.82, - [-,+]), VEZF1 (0.78, + [-,-]), ZNF571 (0.78, - [-,+]), ZNF202 (0.77, - [-,+]), 
LOC106997317	chr3	31301618	chr3	31288816	31289317	0.8126	ZNF596 (0.75, + [-,-]), 
NRIP1	chr3	31803530	chr3	31288816	31289317	0.7242	ZNF596 (0.75, - [+,-]), 
LOC106997317	chr3	31301618	chr3	31577929	31578430	0.8318	ZNF766 (0.74, - [-,+]), 
ADAP1	chr3	34029626	chr3	34071736	34072237	0.7522	ZNF774 (0.95, - [+,-]), ZNF202 (0.92, - [+,-]), ZNF354C (0.89, - [+,-]), ARID3A (0.82, - [+,-]), ZNF571 (0.78, - [+,-]), 
TSC22D4	chr3	42552893	chr3	42624355	42624856	0.8344	ZNF823 (1.00, + [+,+]), ZNF354C (0.98, - [+,-]), ZNF169 (0.93, - [+,-]), 
GTF2IRD1	chr3	46819056	chr3	46820474	46820975	0.821	ZNF557 (1.00, + [+,+]), SALL2 (0.99, + [+,+]), PRDM9 (0.99, - [+,-]), 
