Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
LGI4	chr19	34562339	chr19	34690558	34691059	0.7355	ZNF658 (1.00, + [+,+]), ETS2 (0.99, + [+,+]), ZNF354C (0.99, - [+,-]), ZNF169 (0.99, + [+,+]), ZNF202 (0.97, + [+,+]), ZNF846 (0.93, - [+,-]), ZNF263 (0.84, + [+,+]), 
IGFL4	chr19	46152689	chr19	46117155	46117656	0.8165	SP1 (0.97, - [-,+]), KLF10 (0.87, - [-,+]), KLF5 (0.84, - [-,+]), KLF1 (0.84, - [-,+]), ZNF557 (0.80, - [-,+]), WT1 (0.77, - [-,+]), ZBTB7C (0.75, + [-,-]), KLF9 (0.74, - [-,+]), ZNF283 (0.72, - [-,+]), ZNF658 (0.72, - [-,+]), KLF4 (0.71, - [-,+]), 
DBP	chr19	48629776	chr19	48688134	48688635	0.845	ZNF341 (1.00, + [-,-]), RBAK (1.00, + [-,-]), KLF11 (1.00, + [-,-]), ZNF398 (1.00, - [-,+]), MAZ (1.00, - [-,+]), ZNF766 (0.96, + [-,-]), SALL2 (0.92, + [-,-]), ZNF132 (0.91, + [-,-]), 
PLOD2	chr2	48322002	chr2	48321648	48322149	0.87	ZBTB7C (0.73, - [+,-]), ZFP57 (0.70, - [+,-]), 
PLOD2	chr2	48322002	chr2	48322396	48322897	0.9365	ZFP57 (0.88, + [+,+]), 
PLSCR4	chr2	48420206	chr2	48667461	48667962	0.8515	ZNF169 (0.98, + [+,+]), ZNF354C (0.97, + [+,+]), ZNF557 (0.86, + [+,+]), ZNF613 (0.80, + [+,+]), 
KCNMB2	chr2	83939793	chr2	83912599	83913100	0.9165	RREB1 (0.83, - [-,+]), 
KLHL18	chr2	103284653	chr2	103367351	103367852	0.868	ZNF121 (0.97, + [+,+]), ZNF596 (0.73, - [+,-]), ZNF384 (0.71, + [+,+]), 
IL17RB	chr2	110036536	chr2	110072886	110073387	0.8255	KLF10 (0.96, - [-,+]), ZNF566 (0.90, + [-,-]), ZNF823 (0.82, - [-,+]), ZNF132 (0.80, - [-,+]), ZNF219 (0.80, - [-,+]), MAZ (0.76, + [-,-]), VEZF1 (0.75, - [-,+]), ZNF180 (0.73, - [-,+]), 
TAFA4	chr2	125075641	chr2	125075468	125075969	1	ZNF530 (0.88, + [+,+]), VEZF1 (0.77, - [+,-]), 
FOXP1	chr2	127663857	chr2	127665779	127666280	0.8535	GTF2I (0.88, - [+,-]), ZNF571 (0.87, + [+,+]), ZNF846 (0.82, + [+,+]), ZNF180 (0.80, - [+,-]), 
HRH1	chr2	142564439	chr2	142566096	142566597	0.9265	ZNF180 (0.73, + [+,+]), ZNF202 (0.71, + [+,+]), 
ARL13B	chr2	181862349	chr2	181868883	181869384	0.848	ZNF571 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), GTF3A (1.00, - [+,-]), ZNF281 (1.00, + [+,+]), BCL11A (1.00, + [+,+]), ZNF180 (1.00, + [+,+]), MAZ (0.97, - [+,-]), ZNF543 (0.97, + [+,+]), ZNF770 (0.95, + [+,+]), ZNF304 (0.95, - [+,-]), WT1 (0.93, + [+,+]), ZNF823 (0.90, + [+,+]), ZNF484 (0.89, - [+,-]), ZNF124 (0.80, + [+,+]), SP5 (0.77, + [+,+]), KLF2 (0.70, + [+,+]), 
ZNF75A	chr20	3358890	chr20	3271012	3271513	0.825	KLF16 (0.88, - [+,-]), SP2 (0.77, + [+,+]), KLF13 (0.76, - [+,-]), KLF10 (0.76, - [+,-]), ZNF596 (0.76, - [+,-]), KLF15 (0.75, - [+,-]), ZNF169 (0.73, - [+,-]), KLF9 (0.73, - [+,-]), ZNF205 (0.72, - [+,-]), KLF7 (0.71, + [+,+]), ZNF182 (0.71, - [+,-]), SP8 (0.70, - [+,-]), 
ZNF75A	chr20	3358890	chr20	3320295	3320796	0.907	ZNF543 (0.73, - [+,-]), ZNF823 (0.72, - [+,-]), ZNF263 (0.70, + [+,+]), ZNF132 (0.70, - [+,-]), 
VASN	chr20	4437002	chr20	4329412	4329913	1	KLF10 (0.86, + [-,-]), SP2 (0.82, - [-,+]), WT1 (0.78, + [-,-]), VEZF1 (0.76, - [-,+]), 
VASN	chr20	4437002	chr20	4382494	4382995	1	ZFP64 (0.76, + [-,-]), ZNF23 (0.73, + [-,-]), ZNF846 (0.71, - [-,+]), 
VASN	chr20	4437002	chr20	4393186	4393687	1	ZFP14 (0.96, - [+,-]), PATZ1 (0.77, + [+,+]), ZNF180 (0.76, + [+,+]), ZNF23 (0.74, + [+,+]), 
LOC109910387	chr20	29812144	chr20	29829032	29829533	0.761	ZNF846 (0.99, + [+,+]), MAZ (0.82, + [+,+]), MZF1 (0.74, - [+,-]), 
LOC114674534	chr20	29816370	chr20	29829032	29829533	0.812	ZNF846 (0.99, + [+,+]), MAZ (0.82, + [+,+]), MZF1 (0.74, - [+,-]), 
LOC709451	chr20	43894654	chr20	43825519	43826020	1	ZNF484 (0.74, - [+,-]), VEZF1 (0.74, - [+,-]), ZNF124 (0.73, - [+,-]), 
MT1X	chr20	43923174	chr20	43825519	43826020	0.835	ZNF484 (0.74, - [+,-]), VEZF1 (0.74, - [+,-]), ZNF124 (0.73, - [+,-]), 
PHLPP2	chr20	59807680	chr20	59702349	59702850	0.799	ZNF77 (0.99, + [+,+]), ZNF169 (0.93, + [+,+]), 
MEAK7	chr20	71505536	chr20	71711902	71712403	0.8505	ZNF205 (0.85, + [-,-]), VEZF1 (0.83, - [-,+]), 
PFKL	chr3	2424871	chr3	2542863	2543364	0.872	ZNF202 (1.00, + [+,+]), ZNF682 (1.00, + [+,+]), ZNF658 (0.98, + [+,+]), ZNF860 (0.97, + [+,+]), ZNF180 (0.95, + [+,+]), ZBTB17 (0.94, + [+,+]), ZNF281 (0.83, + [+,+]), ZFY (0.76, + [+,+]), 
NRIP1	chr3	31803530	chr3	31744710	31745211	0.798	ZNF341 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), ZNF169 (0.91, + [+,+]), BCL11A (0.82, + [+,+]), ZNF436 (0.81, + [+,+]), 
LFNG	chr3	35646376	chr3	35830919	35831420	0.9745	RBAK (0.95, - [+,-]), TCF12 (0.77, - [+,-]), 
AGFG2	chr3	42619704	chr3	42666262	42666763	0.869	KLF1 (0.87, + [-,-]), ZNF571 (0.85, + [-,-]), KLF9 (0.72, - [-,+]), ZNF557 (0.72, - [-,+]), ZNF169 (0.71, - [-,+]), 
EGFR	chr3	60253843	chr3	60253872	60254373	0.89	ZSCAN30 (0.98, - [+,-]), ZFX (0.95, - [+,-]), ZNF202 (0.81, + [+,+]), ZNF37A (0.81, + [+,+]), ZNF658 (0.80, + [+,+]), ZNF484 (0.80, - [+,-]), ZNF180 (0.77, + [+,+]), 
OGDH	chr3	70611915	chr3	70541715	70542216	0.7085	ZNF354C (1.00, - [+,-]), ZNF557 (0.99, - [+,-]), ZNF770 (0.98, - [+,-]), 
PURB	chr3	70333620	chr3	70541715	70542216	0.8385	ZNF354C (1.00, + [-,-]), ZNF557 (0.99, + [-,-]), ZNF770 (0.98, + [-,-]), 
OGDH	chr3	70611915	chr3	70580308	70580809	0.8335	ZSCAN22 (0.97, + [+,+]), IRF2 (0.96, + [+,+]), ZNF202 (0.75, + [+,+]), ZNF846 (0.74, - [+,-]), 
DPY19L1	chr3	79889624	chr3	79820066	79820567	0.75	ZNF786 (1.00, - [+,-]), ZNF384 (1.00, - [+,-]), ZNF169 (0.75, + [+,+]), 
ZNRF2	chr3	84815603	chr3	84666639	84667140	0.7585	SALL2 (0.82, - [+,-]), ZNF37A (0.74, + [+,+]), 
ZNRF2	chr3	84815603	chr3	84824476	84824977	0.748	ZNF169 (0.87, + [+,+]), 
LHFPL3	chr3	130622098	chr3	130532636	130533137	0.7555	ZSCAN30 (1.00, - [+,-]), ZNF205 (1.00, + [+,+]), ZNF846 (0.92, - [+,-]), 
CDHR3	chr3	132288856	chr3	132246797	132247298	0.748	ZNF513 (0.81, + [+,+]), ZNF182 (0.78, + [+,+]), STAT2 (0.77, + [+,+]), 
NRCAM	chr3	134776245	chr3	134781614	134782115	0.787	ZNF354C (1.00, - [+,-]), 
SND1	chr3	154121259	chr3	154147400	154147901	0.8475	STAT2 (0.94, + [+,+]), ZNF613 (0.85, - [+,-]), ZNF182 (0.70, - [+,-]), 
THBS2	chr4	1374948	chr4	1499943	1500444	0.9985	ZNF444 (0.87, + [+,+]), ZNF169 (0.76, + [+,+]), ZNF281 (0.74, + [+,+]), 
FYN	chr4	15507529	chr4	15362644	15363145	0.7405	ZNF566 (0.87, + [+,+]), ZNF557 (0.71, - [+,-]), 
MOXD1	chr4	35957266	chr4	35956114	35956615	1	VEZF1 (0.85, - [+,-]), ZNF341 (0.78, - [+,-]), ZNF566 (0.74, + [+,+]), ZFX (0.73, - [+,-]), 
PM20D2	chr4	84262917	chr4	84262337	84262838	1	ZNF571 (0.99, - [+,-]), ZBTB7C (0.99, - [+,-]), ZFX (0.93, - [+,-]), KLF9 (0.88, + [+,+]), ZNF596 (0.88, + [+,+]), ZNF202 (0.80, + [+,+]), ZNF180 (0.80, + [+,+]), ZNF543 (0.78, + [+,+]), 
PM20D2	chr4	84262917	chr4	84361993	84362494	0.9115	ZNF557 (0.99, + [+,+]), ZNF169 (0.94, + [+,+]), ZNF658 (0.94, + [+,+]), ZNF530 (0.86, - [+,-]), ETS2 (0.82, + [+,+]), 
TMEM151B	chr4	125058975	chr4	125175435	125175936	0.7735	ZNF786 (0.88, + [-,-]), ZNF571 (0.85, + [-,-]), ZSCAN30 (0.84, + [-,-]), 
LRFN2	chr4	128818186	chr4	129054677	129055178	0.839	ZSCAN30 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), TAL1 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), KLF4 (1.00, + [+,+]), ZNF311 (0.97, + [+,+]), KLF5 (0.92, + [+,+]), 
DAAM2	chr4	129540598	chr4	130002257	130002758	0.8325	VEZF1 (0.89, - [+,-]), ZNF786 (0.76, + [+,+]), 
C4H6orf89	chr4	132558185	chr4	132557957	132558458	0.942	CTCF (0.81, + [+,+]), ZNF180 (0.78, - [+,-]), ZNF596 (0.76, - [+,-]), ZNF169 (0.75, - [+,-]), ZNF770 (0.75, - [+,-]), SALL4 (0.73, + [+,+]), ZBTB17 (0.71, + [+,+]), 
NUDT3	chr4	135060938	chr4	135138067	135138568	0.9625	STAT2 (0.81, + [+,+]), ZNF770 (0.71, - [+,-]), 
DDR1	chr4	139039101	chr4	139171174	139171675	0.8325	VEZF1 (0.99, + [-,-]), MAZ (0.73, - [-,+]), 
ATXN1	chr4	153384673	chr4	153231771	153232272	0.713	ZNF613 (0.72, - [+,-]), 
GABRA2	chr5	45725349	chr5	46398075	46398576	0.7295	VEZF1 (1.00, - [-,+]), ZNF169 (0.81, - [-,+]), MZF1 (0.71, - [-,+]), ZNF281 (0.70, - [-,+]), 
GABRB1	chr5	46354018	chr5	46425123	46425624	0.8365	ZNF205 (0.70, - [+,-]), 
PPM1K	chr5	86674570	chr5	86666044	86666545	0.8035	ZNF823 (0.96, - [+,-]), ZNF169 (0.96, + [+,+]), ZNF596 (0.76, + [+,+]), 
